Name,Surface,Price,Lieu,Chambres,Pièces,Etage,Code_postal,Arrondissement
Duplex à louer - Première occupation,90.0,4850,"Vendôme, Paris 1er (75001)",2.0,3.0,,75001,1.0
Appartement à louer,62.0,1748,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",1.0,3.0,2.0,75018,18.0
Appartement à louer,33.0,1287,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,,75018,18.0
Hôtel particulier à louer,227.5,8000,"Didot-Porte de Vanves, Paris 14ème (75014)",4.0,7.0,,75014,14.0
Appartement à louer,37.3,1063,"Louis Blanc-Aqueduc, Paris 10ème (75010)",1.0,2.0,,75010,10.0
Appartement à louer,32.7,1490,"Auteuil Sud, Paris 16ème (75016)",0.0,1.0,5.0,75016,16.0
Appartement à louer,52.0,4099,"Muette Sud, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,37.0,1162,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",1.0,1.0,,75015,15.0
Appartement à louer,22.0,1030,"Bercy, Paris 12ème (75012)",0.0,1.0,5.0,75012,12.0
Appartement à louer,70.6,2261,"Alleray Procession, Paris 15ème (75015)",2.0,3.0,4.0,75015,15.0
Appartement à louer,78.6,3900,"Muette Sud, Paris 16ème (75016)",1.0,4.0,6.0,75016,16.0
Appartement à louer,54.0,1713,"Alleray Procession, Paris 15ème (75015)",2.0,3.0,1.0,75015,15.0
Appartement à louer,65.7,2600,"Muette Sud, Paris 16ème (75016)",2.0,3.0,5.0,75016,16.0
Appartement à louer,35.9,1314,"Courcelles-Wagram, Paris 17ème (75017)",1.0,2.0,,75017,17.0
Appartement à louer,69.0,2700,"Arsenal, Paris 4ème (75004)",1.0,4.0,,75004,4.0
Appartement à louer,193.0,12500,"Chaillot, Paris 16ème (75116)",3.0,5.0,,75116,16.0
Appartement à louer,18.3,757,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,1.0,75018,18.0
Appartement à louer,107.0,3750,"Auteuil Sud, Paris 16ème (75016)",3.0,4.0,5.0,75016,16.0
Appartement à louer,31.0,1590,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,,75018,18.0
Appartement à louer,150.0,1010,"Violet Commerce, Paris 15ème (75015)",7.0,7.0,1.0,75015,15.0
Appartement à louer,60.0,3000,"Chaillot, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,228.0,7500,Paris 16ème (75016),5.0,7.0,,75016,16.0
Appartement à louer,34.0,1955,"Gros Caillou, Paris 7ème (75007)",0.0,1.0,2.0,75007,7.0
Appartement à louer,40.2,1250,"Mouton Duvernet, Paris 14ème (75014)",1.0,2.0,,75014,14.0
Appartement à louer,15.0,1150,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",0.0,1.0,1.0,75010,10.0
Appartement à louer,60.9,3500,"Saint Thomas d'Aquin, Paris 7ème (75007)",1.0,2.0,,75007,7.0
Appartement à louer,56.0,2082,"Chaillot, Paris 16ème (75016)",1.0,2.0,3.0,75016,16.0
Appartement à louer,65.0,2700,"Auteuil Nord, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Studio à louer,14.0,800,"Bièvres Sud Tolbiac, Paris 13ème (75013)",0.0,1.0,2.0,75013,13.0
Appartement à louer,90.0,1135,"Pasteur Montparnasse, Paris 15ème (75015)",4.0,4.0,1.0,75015,15.0
Appartement à louer,110.0,1085,"Clichy-Batignolles, Paris 17ème (75017)",5.0,5.0,3.0,75017,17.0
Appartement à louer,39.0,1479,"Auteuil Sud, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,73.0,3665,"Dupleix-Motte Picquet, Paris 15ème (75015)",2.0,3.0,,75015,15.0
Appartement à louer,78.0,4200,"Palais Royal, Paris 1er (75001)",1.0,2.0,,75001,1.0
Appartement à louer,142.4,5596,"Gros Caillou, Paris 7ème (75007)",2.0,5.0,,75007,7.0
Appartement à louer,357.9,12044,"Porte Dauphine, Paris 16ème (75016)",6.0,7.0,,75016,16.0
Appartement à louer,77.3,2079,"Bel-Air Sud, Paris 12ème (75012)",2.0,3.0,4.0,75012,12.0
Appartement à louer,35.0,1750,"Saint Placide, Paris (75006)",0.0,1.0,,75006,
Appartement à louer,40.9,1605,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",1.0,2.0,4.0,75002,2.0
Appartement à louer - Première occupation,234.7,8990,"Parc Monceau, Paris 8ème (75008)",4.0,7.0,2.0,75008,8.0
Appartement à louer - Première occupation,57.0,2300,"Champerret-Berthier, Paris 17ème (75017)",1.0,2.0,4.0,75017,17.0
Appartement à louer - Première occupation,70.0,2784,"Porte Saint Denis-Paradis, Paris 10ème (75010)",2.0,3.0,2.0,75010,10.0
Appartement à louer,41.0,1800,"Pasteur Montparnasse, Paris 15ème (75015)",0.0,1.0,5.0,75015,15.0
Appartement à louer,75.0,2500,"Pereire-Malesherbes, Paris 17ème (75017)",2.0,3.0,,75017,17.0
Appartement à louer,47.0,1790,"Salpêtrière-Austerlitz, Paris 13ème (75013)",1.0,2.0,5.0,75013,13.0
Appartement à louer,46.0,1600,"Nation-Alexandre Dumas, Paris 11ème (75011)",1.0,2.0,,75011,11.0
Appartement à louer,36.3,1372,"Auteuil Sud, Paris 16ème (75016)",0.0,1.0,,75016,16.0
Appartement à louer,50.3,1682,"Georges Brassens, Paris 15ème (75015)",1.0,2.0,7.0,75015,15.0
Appartement à louer,40.0,2000,"Auteuil Nord, Paris (75016)",1.0,2.0,,75016,
Appartement à louer,26.0,950,"Père Lachaise-Réunion, Paris 20ème (75020)",0.0,1.0,7.0,75020,20.0
Appartement à louer,22.0,1145,"Bièvres Sud Tolbiac, Paris (75013)",0.0,1.0,2.0,75013,
Appartement à louer,52.0,1715,"Plaine, Paris 20ème (75020)",2.0,2.0,,75020,20.0
Appartement à louer,34.0,1715,"Muette Nord, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,55.0,2330,"Saint Merri, Paris (75004)",2.0,3.0,,75004,
Appartement à louer - Première occupation,50.0,2220,"Auteuil Sud, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,90.0,1145,"Champerret-Berthier, Paris 17ème (75017)",4.0,4.0,5.0,75017,17.0
Appartement à louer,89.2,2590,"Montsouris Dareau, Paris 14ème (75014)",2.0,3.0,2.0,75014,14.0
Appartement à louer,84.5,4300,"Chaillot, Paris 16ème (75016)",2.0,3.0,1.0,75016,16.0
Appartement à louer,30.0,1230,"Epinettes-Bessières, Paris (75017)",1.0,2.0,,75017,
Appartement à louer,51.0,1823,"Bastille-Popincourt, Paris 11ème (75011)",1.0,2.0,,75011,11.0
Appartement à louer,29.4,1140,"Dunois-Bibliothèque-Jeanne-d'Arc, Paris 13ème (75013)",0.0,1.0,,75013,13.0
Appartement à louer,37.4,1750,"Ternes-Maillot, Paris 17ème (75017)",1.0,2.0,,75017,17.0
Appartement à louer,188.0,5500,"Clichy-Trinité, Paris 9ème (75009)",3.0,6.0,2.0,75009,9.0
Appartement à louer,70.2,2900,"Lorette-Martyrs, Paris 9ème (75009)",2.0,3.0,2.0,75009,9.0
Appartement à louer,40.0,1487,"Porte Saint Denis-Paradis, Paris 10ème (75010)",1.0,2.0,,75010,10.0
Appartement à louer,56.0,1881,"Enfants Rouges, Paris (75003)",1.0,2.0,,75003,
Appartement à louer - Première occupation,78.0,2570,"Jean Moulin-Porte d'Orléans, Paris 14ème (75014)",2.0,3.0,,75014,14.0
Appartement à louer - Première occupation,32.2,1150,"Jardin de Reuilly, Paris 12ème (75012)",1.0,1.0,,75012,12.0
Appartement à louer,19.0,1026,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème (75020)",1.0,2.0,6.0,75020,20.0
Duplex à louer,65.0,2199,"Belleville-Saint Maur, Paris 11ème (75011)",2.0,3.0,,75011,11.0
Appartement à louer,95.4,5800,"Invalides, Paris 7ème (75007)",3.0,4.0,,75007,7.0
Appartement à louer,13.0,706,"Courcelles-Wagram, Paris 17ème (75017)",0.0,1.0,,75017,17.0
Appartement à louer,89.0,3800,"Sorbonne, Paris 5ème (75005)",2.0,4.0,,75005,5.0
Appartement à louer,33.3,1290,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,,75016,16.0
Appartement à louer,48.5,2090,"Saint Germain des Prés, Paris 6ème (75006)",1.0,2.0,5.0,75006,6.0
Appartement à louer,40.6,1850,"Montmartre, Paris 18ème (75018)",1.0,2.0,3.0,75018,18.0
Appartement à louer,48.0,1750,"Jean Moulin-Porte d'Orléans, Paris 14ème (75014)",1.0,2.0,,75014,14.0
Appartement à louer - Première occupation,,5999,"Sainte Avoie, Paris 3ème (75003)",1.0,2.0,3.0,75003,3.0
Appartement à louer - Première occupation,55.0,2340,"Croulebarbe, Paris 13ème (75013)",1.0,2.0,,75013,13.0
Appartement à louer,29.0,1280,"Citroën-Boucicaut, Paris 15ème (75015)",0.0,1.0,,75015,15.0
Appartement à louer,50.0,3000,"Porte Saint Denis-Paradis, Paris (75010)",2.0,3.0,,75010,
Appartement à louer - Première occupation,61.7,3220,"Muette Nord, Paris 16ème (75016)",2.0,3.0,,75016,16.0
Appartement à louer - Première occupation,94.2,3550,"Chaillot, Paris 17ème (75017)",2.0,3.0,,75017,17.0
Appartement à louer,45.0,1770,"Auteuil Nord, Paris 16ème (75016)",1.0,2.0,2.0,75016,16.0
Appartement à louer - Première occupation,50.4,1671,"Alleray Procession, Paris 15ème (75015)",1.0,2.0,,75015,15.0
Appartement à louer,162.1,5100,"Pereire-Malesherbes, Paris 17ème (75017)",3.0,5.0,,75017,17.0
Appartement à louer - Première occupation,23.0,1200,"Legendre-Lévis, Paris 17ème (75017)",0.0,1.0,4.0,75017,17.0
Appartement à louer - Première occupation,249.9,7622,"Hoche-Friedland, Paris 8ème (75008)",4.0,6.0,3.0,75008,8.0
Appartement à louer,58.8,2050,"Les Halles, Paris 1er (75001)",1.0,2.0,,75001,1.0
Appartement à louer,100.0,960,"Bassin de la Villette, Paris 19ème (75019)",5.0,5.0,5.0,75019,19.0
Appartement à louer,80.0,960,"Manin-Jaurès, Paris 19ème (75019)",5.0,4.0,3.0,75019,19.0
Appartement à louer,150.0,1215,"Dupleix-Motte Picquet, Paris 15ème (75015)",11.0,6.0,4.0,75015,15.0
Appartement à louer,90.0,1155,"Clichy-Batignolles, Paris 17ème (75017)",8.0,4.0,7.0,75017,17.0
Appartement à louer - Première occupation,44.0,2500,"Saint Merri, Paris 4ème (75004)",1.0,2.0,,75004,4.0
Appartement à louer,28.0,1150,"République-Saint Ambroise, Paris 11ème (75011)",1.0,2.0,,75011,11.0
Appartement à louer,48.0,1900,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",1.0,2.0,,75015,15.0
Appartement à louer,42.1,1507,"Belleville-Saint Maur, Paris 11ème (75011)",1.0,2.0,,75011,11.0
Appartement à louer,22.0,1129,"Saint Gervais, Paris 4ème (75004)",0.0,1.0,,75004,4.0
Appartement à louer,42.9,1745,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",1.0,2.0,,75015,15.0
Appartement à louer,53.4,1636,"Bièvres Sud Tolbiac, Paris 13ème (75013)",2.0,3.0,,75013,13.0
Appartement à louer,37.8,1226,"Père Lachaise-Réunion, Paris 20ème (75020)",1.0,2.0,,75020,20.0
Appartement à louer,61.0,2500,"Cambronne-Garibaldi, Paris 15ème (75015)",1.0,2.0,2.0,75015,15.0
Appartement à louer,44.0,1853,"Ternes-Maillot, Paris 17ème (75017)",1.0,2.0,6.0,75017,17.0
Appartement à louer,22.8,909,"Salpêtrière-Austerlitz, Paris 13ème (75013)",0.0,1.0,4.0,75013,13.0
Appartement à louer,65.0,2700,"Odéon, Paris 6ème (75006)",1.0,2.0,1.0,75006,6.0
Appartement à louer,43.0,3418,"Saint Victor, Paris 5ème (75005)",2.0,3.0,,75005,5.0
Appartement à louer,58.0,3759,"Gros Caillou, Paris 7ème (75007)",1.0,2.0,,75007,7.0
Appartement à louer,153.0,5012,"Triangle d'Or, Paris 8ème (75008)",4.0,6.0,,75008,8.0
Appartement à louer,158.0,5600,"Courcelles-Wagram, Paris 17ème (75017)",4.0,6.0,3.0,75017,17.0
Appartement à louer,62.0,3852,"Saint Thomas d'Aquin, Paris 7ème (75007)",1.0,2.0,6.0,75007,7.0
Appartement à louer,78.0,3675,"Mairie, Paris 8ème (75008)",2.0,3.0,,75008,8.0
Appartement à louer,13.5,800,"Belleville, Paris 20ème (75020)",0.0,1.0,3.0,75020,20.0
Appartement à louer,46.1,1795,"Emeriau-Zola, Paris 15ème (75015)",1.0,2.0,1.0,75015,15.0
Appartement à louer,139.0,5900,"Clichy-Trinité, Paris 9ème (75009)",4.0,5.0,2.0,75009,9.0
Appartement à louer,104.0,3500,"Pasteur Montparnasse, Paris 15ème (75015)",3.0,4.0,8.0,75015,15.0
Appartement à louer,16.0,920,"Alleray Procession, Paris 15ème (75015)",0.0,1.0,4.0,75015,15.0
Appartement à louer,124.0,5534,"Muette Nord, Paris 16ème (75016)",3.0,4.0,,75016,16.0
Appartement à louer,59.0,4291,"Archives, Paris 3ème (75003)",1.0,2.0,,75003,3.0
Appartement à louer,15.6,1100,"Sainte Avoie, Paris 3ème (75003)",0.0,1.0,4.0,75003,3.0
Appartement à louer,54.0,2871,"Bastille-Popincourt, Paris 11ème (75011)",1.0,2.0,,75011,11.0
Appartement à louer,45.0,4057,"Dupleix-Motte Picquet, Paris 15ème (75015)",1.0,2.0,,75015,15.0
Appartement à louer,39.0,3082,"Gros Caillou, Paris 7ème (75007)",1.0,2.0,,75007,7.0
Appartement à louer,45.0,2163,"Auteuil Sud, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,44.0,2939,"Sorbonne, Paris 5ème (75005)",1.0,2.0,,75005,5.0
Appartement à louer,67.0,4621,"Porte Saint Denis-Paradis, Paris 10ème (75010)",2.0,3.0,,75010,10.0
Appartement à louer,73.0,4354,"Notre Dame des Champs, Paris 6ème (75006)",2.0,3.0,,75006,6.0
Appartement à louer,50.0,3236,"Provence Opéra, Paris 9ème (75009)",1.0,2.0,,75009,9.0
Appartement à louer,85.0,4348,"Les Halles, Paris 1er (75001)",2.0,3.0,,75001,1.0
Appartement à louer,100.0,4467,"Pereire-Malesherbes, Paris 17ème (75017)",2.0,3.0,,75017,17.0
Appartement à louer - Première occupation,47.0,3263,"Montorgueil-Saint Denis, Paris 2ème (75002)",1.0,2.0,,75002,2.0
Appartement à louer,51.0,3390,"Pasteur Montparnasse, Paris 15ème (75015)",1.0,2.0,,75015,15.0
Appartement à louer - Première occupation,117.0,4866,"Auteuil Nord, Paris 16ème (75016)",3.0,4.0,,75016,16.0
Appartement à louer,51.0,3692,"Saint Victor, Paris 5ème (75005)",1.0,2.0,,75005,5.0
Appartement à louer,48.0,3207,"Provence Opéra, Paris 9ème (75009)",1.0,2.0,,75009,9.0
Appartement à louer,74.0,4057,"Triangle d'Or, Paris 8ème (75008)",1.0,2.0,,75008,8.0
Appartement à louer,77.0,4440,"Dupleix-Motte Picquet, Paris 15ème (75015)",2.0,3.0,,75015,15.0
Appartement à louer - Première occupation,75.0,4594,"Dupleix-Motte Picquet, Paris 15ème (75015)",2.0,3.0,,75015,15.0
Appartement à louer,77.0,4599,"Les Halles, Paris 1er (75001)",2.0,3.0,,75001,1.0
Appartement à louer,68.0,4497,"Les Halles, Paris 1er (75001)",1.0,2.0,,75001,1.0
Appartement à louer,40.0,2477,"Ternes-Maillot, Paris 17ème (75017)",1.0,2.0,,75017,17.0
Appartement à louer,43.0,3008,"République-Saint Ambroise, Paris 11ème (75011)",1.0,2.0,,75011,11.0
Appartement à louer - Première occupation,47.0,2740,"Invalides, Paris 7ème (75007)",1.0,2.0,1.0,75007,7.0
Appartement à louer,34.0,2277,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",1.0,2.0,,75010,10.0
Appartement à louer,55.0,3903,"Arts et Métiers, Paris 3ème (75003)",1.0,2.0,,75003,3.0
Appartement à louer,44.0,2511,"Muette Sud, Paris 16ème (75016)",1.0,2.0,4.0,75016,16.0
Appartement à louer,129.0,9151,"Clichy-Trinité, Paris 9ème (75009)",2.0,3.0,,75009,9.0
Appartement à louer,40.0,2819,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",1.0,2.0,,75002,2.0
Appartement à louer,55.0,3293,"Montmartre, Paris 18ème (75018)",1.0,2.0,,75018,18.0
Appartement à louer,40.0,2757,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",1.0,2.0,,75002,2.0
Appartement à louer - Première occupation,85.0,4519,"Porte Dauphine, Paris 16ème (75016)",2.0,3.0,7.0,75016,16.0
Appartement à louer,63.0,4086,"Jardin des Plantes, Paris 5ème (75005)",2.0,3.0,,75005,5.0
Appartement à louer,91.0,3173,"Citroën-Boucicaut, Paris 15ème (75015)",3.0,4.0,,75015,15.0
Studio à louer - Première occupation,47.0,2802,"Mouton Duvernet, Paris 14ème (75014)",1.0,2.0,1.0,75014,14.0
Appartement à louer,40.0,2466,"Epinettes-Bessières, Paris 17ème (75017)",1.0,2.0,3.0,75017,17.0
Appartement à louer,29.0,1213,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",1.0,2.0,4.0,75011,11.0
Appartement à louer,182.2,5950,"Pereire-Malesherbes, Paris 17ème (75017)",4.0,6.0,2.0,75017,17.0
Appartement à louer,60.0,920,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",3.0,3.0,2.0,75018,18.0
Appartement à louer,30.9,1650,"Vivienne-Gaillon, Paris 2ème (75002)",0.0,1.0,,75002,2.0
Appartement à louer,153.8,5036,"Ecole Militaire, Paris 7ème (75007)",3.0,5.0,,75007,7.0
Appartement à louer,106.0,5600,"Clichy-Trinité, Paris 9ème (75009)",2.0,4.0,,75009,9.0
Appartement à louer,37.0,1400,"Saint Germain des Prés, Paris 6ème (75006)",1.0,1.0,,75006,6.0
Appartement à louer,33.0,1550,"Chaillot, Paris 16ème (75016)",1.0,2.0,6.0,75016,16.0
Duplex à louer,62.0,2200,"Auteuil Nord, Paris 16ème (75016)",2.0,3.0,,75016,16.0
Appartement à louer,90.0,5950,"Auteuil Nord, Paris 16ème (75016)",2.0,4.0,,75016,16.0
Appartement à louer,27.0,1150,"La Fourche-Guy Môquet, Paris 17ème (75017)",1.0,2.0,2.0,75017,17.0
Appartement à louer,29.0,1147,"Courcelles-Wagram, Paris 17ème (75017)",0.0,1.0,6.0,75017,17.0
Appartement à louer,22.0,917,"Champerret-Berthier, Paris 17ème (75017)",0.0,1.0,,75017,17.0
Appartement à louer,140.0,5600,"Courcelles-Wagram, Paris 17ème (75017)",3.0,5.0,,75017,17.0
Appartement à louer,71.0,2104,"Pernety, Paris 14ème (75014)",2.0,3.0,,75014,14.0
Appartement à louer,176.6,6500,"Saint Thomas d'Aquin, Paris 7ème (75007)",3.0,5.0,1.0,75007,7.0
Appartement à louer - Première occupation,94.0,5300,"Clichy-Trinité, Paris 9ème (75009)",2.0,3.0,,75009,9.0
Appartement à louer - Première occupation,38.0,2880,"Val de Grace, Paris 5ème (75005)",1.0,2.0,,75005,5.0
Appartement à louer,90.0,1045,"Auteuil Sud, Paris 16ème (75016)",4.0,4.0,1.0,75016,16.0
Appartement à louer,90.0,1080,"Auteuil Sud, Paris 16ème (75016)",4.0,4.0,1.0,75016,16.0
Appartement à louer,70.0,1000,"Saint Blaise, Paris 20ème (75020)",4.0,3.0,1.0,75020,20.0
Appartement à louer,90.0,1050,"Louis Blanc-Aqueduc, Paris 10ème (75010)",5.0,4.0,1.0,75010,10.0
Appartement à louer,90.0,1095,"Georges Brassens, Paris 15ème (75015)",4.0,4.0,3.0,75015,15.0
Appartement à louer,120.0,1040,"La Fourche-Guy Môquet, Paris 17ème (75017)",4.0,4.0,1.0,75017,17.0
Appartement à louer,80.0,1035,"Auteuil Sud, Paris 16ème (75016)",4.0,4.0,6.0,75016,16.0
Appartement à louer,36.0,1650,"Cambronne-Garibaldi, Paris 15ème (75015)",1.0,2.0,2.0,75015,15.0
Appartement à louer,20.0,1900,"Notre Dame des Champs, Paris (75006)",0.0,1.0,4.0,75006,
Appartement à louer,30.0,1450,"Aligre-Gare de Lyon, Paris 12ème (75012)",1.0,2.0,2.0,75012,12.0
Appartement à louer,48.0,2500,"Montmartre, Paris 18ème (75018)",2.0,3.0,3.0,75018,18.0
Appartement à louer - Première occupation,40.8,1043,"Buttes Chaumont, Paris 19ème (75019)",1.0,2.0,5.0,75019,19.0
Appartement à louer,44.8,1697,"Sainte Avoie, Paris 3ème (75003)",1.0,2.0,3.0,75003,3.0
Appartement à louer - Première occupation,50.0,2500,"Vivienne-Gaillon, Paris 2ème (75002)",1.0,2.0,1.0,75002,2.0
Appartement à louer,25.0,1080,"Belleville, Paris (75020)",0.0,1.0,5.0,75020,
Appartement à louer,72.6,2305,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",2.0,3.0,3.0,75015,15.0
Appartement à louer,28.0,1500,"Saint Germain des Prés, Paris 6ème (75006)",0.0,1.0,4.0,75006,6.0
Appartement à louer,130.2,12000,"Triangle d'Or, Paris 8ème (75008)",3.0,4.0,,75008,8.0
Appartement à louer,142.0,8500,"Chaillot, Paris 16ème (75016)",2.0,5.0,9.0,75016,16.0
Appartement à louer - Première occupation,51.0,2000,"Bastille-Popincourt, Paris 11ème (75011)",1.0,2.0,,75011,11.0
Appartement à louer,26.0,1450,"Georges Brassens, Paris 15ème (75015)",0.0,1.0,11.0,75015,15.0
Appartement à louer,53.0,2680,"Chaillot, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,34.0,1650,"Clichy-Trinité, Paris 9ème (75009)",0.0,1.0,2.0,75009,9.0
Appartement à louer,68.1,2233,"Buttes Aux Cailles-Glacière, Paris 13ème (75013)",2.0,3.0,,75013,13.0
Appartement à louer,79.0,2840,"La Fourche-Guy Môquet, Paris 17ème (75017)",2.0,4.0,,75017,17.0
Appartement à louer,59.6,1950,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",2.0,3.0,,75018,18.0
Appartement à louer,35.5,1600,"Legendre-Lévis, Paris 17ème (75017)",1.0,2.0,5.0,75017,17.0
Appartement à louer,30.0,1827,"Amandiers, Paris 20ème (75020)",0.0,1.0,3.0,75020,20.0
Appartement à louer,70.0,970,"Europe, Paris 8ème (75008)",4.0,4.0,5.0,75008,8.0
Appartement à louer,39.7,1543,"Didot-Porte de Vanves, Paris 14ème (75014)",1.0,2.0,5.0,75014,14.0
Duplex à louer,112.0,4868,"Muette Nord, Paris 16ème (75116)",4.0,5.0,6.0,75116,16.0
Appartement à louer,55.0,2620,"Chaillot, Paris 16ème (75016)",1.0,2.0,2.0,75016,16.0
Appartement à louer - Première occupation,114.0,4800,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",3.0,5.0,3.0,75015,15.0
Appartement à louer,41.9,1600,"Trudaine-Maubeuge, Paris 9ème (75009)",1.0,2.0,,75009,9.0
Appartement à louer,93.0,3020,"Auteuil Sud, Paris 16ème (75016)",2.0,4.0,,75016,16.0
Appartement à louer,50.7,3500,"Saint Thomas d'Aquin, Paris 7ème (75007)",1.0,2.0,,75007,7.0
Duplex à louer - Première occupation,85.6,3400,"Patay-Masséna, Paris 13ème (75013)",2.0,3.0,7.0,75013,13.0
Appartement à louer,62.0,2350,"Salpêtrière-Austerlitz, Paris 13ème (75013)",2.0,3.0,,75013,13.0
Appartement à louer,96.7,3500,"Clichy-Trinité, Paris 9ème (75009)",3.0,5.0,2.0,75009,9.0
Appartement à louer - Première occupation,74.0,2115,"Bassin de la Villette, Paris 19ème (75019)",2.0,3.0,,75019,19.0
Appartement à louer,45.0,1700,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,,75018,18.0
Studio à louer,23.0,2600,"Île Saint Louis, Paris 4ème (75004)",0.0,1.0,,75004,4.0
Appartement à louer,55.0,1800,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",2.0,3.0,,75015,15.0
Appartement à louer,35.6,1600,"Gros Caillou, Paris 7ème (75007)",1.0,1.0,5.0,75007,7.0
Appartement à louer,17.4,770,"Ternes-Maillot, Paris 17ème (75017)",0.0,1.0,,75017,17.0
Appartement à louer,69.0,2000,"Dupleix-Motte Picquet, Paris 15ème (75015)",2.0,3.0,,75015,15.0
Appartement à louer,43.0,1700,"Muette Nord, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer - Première occupation,43.9,1729,"Muette Sud, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,31.5,1335,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,,75016,16.0
Appartement à louer,142.0,8500,"Chaillot, Paris 16ème (75016)",1.0,4.0,9.0,75016,16.0
Appartement à louer,80.6,2895,"Legendre-Lévis, Paris 17ème (75017)",2.0,3.0,7.0,75017,17.0
Appartement à louer,31.8,1750,"Gros Caillou, Paris 7ème (75007)",1.0,2.0,,75007,7.0
Appartement à louer,30.1,1025,"Bel-Air Nord, Paris 12ème (75012)",1.0,2.0,,75012,12.0
Appartement à louer,63.6,2800,"Rennes, Paris 6ème (75006)",2.0,3.0,6.0,75006,6.0
Appartement à louer,127.0,4750,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",4.0,5.0,,75002,2.0
Appartement à louer,40.0,1368,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",1.0,2.0,,75018,18.0
Appartement à louer,16.0,610,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,7.0,75016,16.0
Appartement à louer,24.0,1630,"Gros Caillou, Paris 7ème (75007)",0.0,1.0,,75007,7.0
Appartement à louer,86.0,7990,"Saint Gervais, Paris 4ème (75004)",2.0,4.0,5.0,75004,4.0
Appartement à louer,40.7,1315,"Batignolles-Cardinet, Paris 17ème (75017)",1.0,2.0,7.0,75017,17.0
Appartement à louer,39.4,1800,"Pereire-Malesherbes, Paris 17ème (75017)",1.0,2.0,8.0,75017,17.0
Appartement à louer,38.1,1685,"Saint Lambert, Paris 15ème (75015)",1.0,2.0,,75015,15.0
Appartement à louer,22.7,1129,"Saint Gervais, Paris 4ème (75004)",0.0,1.0,4.0,75004,4.0
Appartement à louer,60.0,2780,"Alleray Procession, Paris 15ème (75015)",1.0,2.0,,75015,15.0
Appartement à louer,149.0,5700,"Arsenal, Paris 4ème (75004)",3.0,4.0,1.0,75004,4.0
Appartement à louer,235.0,11000,"Muette Nord, Paris 16ème (75016)",4.0,6.0,4.0,75016,16.0
Appartement à louer,48.0,1985,"Archives, Paris 3ème (75003)",1.0,2.0,,75003,3.0
Appartement à louer,23.0,995,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème (75020)",1.0,,4.0,75020,20.0
Appartement à louer,41.4,1450,"Bel-Air Sud, Paris 12ème (75012)",1.0,2.0,1.0,75012,12.0
Appartement à louer,75.0,6000,"Triangle d'Or, Paris (75008)",2.0,3.0,,75008,
Appartement à louer,47.9,2000,"Auteuil Sud, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,56.9,1800,"Chateau d'Eau-Lancry, Paris 10ème (75010)",2.0,3.0,,75010,10.0
Appartement à louer,42.0,1670,"Flandre-Aubervilliers, Paris 19ème (75019)",2.0,3.0,2.0,75019,19.0
Appartement à louer,64.0,2553,"Montsouris Dareau, Paris 14ème (75014)",2.0,3.0,2.0,75014,14.0
Appartement à louer,30.0,1280,"Vallée de Fécamp, Paris (75012)",1.0,2.0,,75012,
Appartement à louer,58.0,3485,"Gros Caillou, Paris 7ème (75007)",0.0,1.0,,75007,7.0
Appartement à louer,41.0,1540,"Nation-Alexandre Dumas, Paris 11ème (75011)",1.0,2.0,,75011,11.0
