Name,Surface,Price,Lieu,Chambres,Pièces,Etage,Code_postal,Arrondissement
Appartement à louer,44.0,1650,"Grandes Carrières-Clichy, Paris 18ème (75018)",1.0,2.0,,75018,18.0
Duplex à louer,94.1,3130,"Legendre-Lévis, Paris 17ème (75017)",3.0,4.0,4.0,75017,17.0
Appartement à louer,30.0,1190,"Auteuil Sud, Paris (75016)",0.0,1.0,6.0,75016,
Appartement à louer - Première occupation,44.0,4783,"Palais Royal, Paris 1er (75001)",1.0,2.0,,75001,1.0
Appartement à louer,78.0,2575,"Mairie, Paris 8ème (75008)",2.0,3.0,6.0,75008,8.0
Appartement à louer,83.8,3610,"Saint Germain des Prés, Paris 6ème (75006)",1.0,2.0,,75006,6.0
Studio à louer,19.0,840,"Saint Germain des Prés, Paris 6ème (75006)",1.0,1.0,,75006,6.0
Appartement à louer,101.0,930,"Vallée de Fécamp, Paris 12ème (75012)",5.0,7.0,3.0,75012,12.0
Appartement à louer - Première occupation,,8324,"Gros Caillou, Paris 7ème (75007)",1.0,2.0,,75007,7.0
Appartement à louer,36.0,1850,"Notre Dame des Champs, Paris 6ème (75006)",1.0,2.0,5.0,75006,6.0
Appartement à louer,57.0,2250,"Grandes Carrières-Clichy, Paris (75018)",2.0,3.0,6.0,75018,
Appartement à louer,71.3,4100,"Notre Dame des Champs, Paris 6ème (75006)",2.0,4.0,,75006,6.0
Duplex à louer,218.0,25000,"Chaillot, Paris 16ème (75016)",4.0,4.0,,75016,16.0
Appartement à louer,131.0,4119,"Violet Commerce, Paris 15ème (75015)",4.0,5.0,2.0,75015,15.0
Appartement à louer,31.2,1132,"Jardin de Reuilly, Paris 12ème (75012)",0.0,1.0,,75012,12.0
Appartement à louer,33.0,1350,"Nation-Alexandre Dumas, Paris (75011)",0.0,1.0,,75011,
Appartement à louer,52.4,2031,"Porte Dauphine, Paris 16ème (75016)",1.0,2.0,3.0,75016,16.0
Appartement à louer,47.0,1710,"Pernety, Paris 14ème (75014)",1.0,2.0,6.0,75014,14.0
Maison à louer,260.0,7150,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",6.0,9.0,,75015,15.0
Appartement à louer,31.9,1220,"Bel-Air Nord, Paris 12ème (75012)",0.0,1.0,6.0,75012,12.0
Appartement à louer,65.7,2425,"Auteuil Sud, Paris 16ème (75016)",1.0,3.0,7.0,75016,16.0
Appartement à louer,46.0,1900,"Vaugirard-Parc des Expositions, Paris (75015)",1.0,2.0,,75015,
Appartement à louer,68.0,3950,"Auteuil Nord, Paris 16ème (75016)",1.0,2.0,11.0,75016,16.0
Appartement à louer - Première occupation,196.0,6900,"Gros Caillou, Paris 7ème (75007)",4.0,6.0,6.0,75007,7.0
Appartement à louer,28.0,1050,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,1.0,75018,18.0
Appartement à louer,90.0,11500,"Gros Caillou, Paris 7ème (75007)",2.0,4.0,,75007,7.0
Appartement à louer,248.0,18000,Paris 16ème (75016),4.0,6.0,5.0,75016,16.0
Appartement à louer,49.0,1700,"Citroën-Boucicaut, Paris (75015)",1.0,2.0,,75015,
Appartement à louer,120.0,5300,Paris 16ème (75016),3.0,5.0,2.0,75016,16.0
Appartement à louer,32.0,1395,"Porte Dauphine, Paris 16ème (75016)",0.0,1.0,,75016,16.0
Appartement à louer,20.0,1000,"Elysées-Madeleine, Paris 8ème (75008)",0.0,1.0,,75008,8.0
Appartement à louer,53.7,1697,"Lafayette-Richer, Paris 9ème (75009)",0.0,2.0,,75009,9.0
Appartement à louer,23.3,1150,"Monnaie, Paris 6ème (75006)",0.0,1.0,,75006,6.0
Appartement à louer,82.8,2273,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",2.0,3.0,1.0,75015,15.0
Appartement à louer,107.5,2575,"Bel-Air Sud, Paris 12ème (75012)",3.0,5.0,,75012,12.0
Appartement à louer,55.0,2170,"Bièvres Sud Tolbiac, Paris (75013)",1.0,2.0,,75013,
Appartement à louer,67.0,3300,"Dupleix-Motte Picquet, Paris 15ème (75015)",2.0,3.0,,75015,15.0
Appartement à louer,24.0,863,"Epinettes-Bessières, Paris 17ème (75017)",0.0,1.0,6.0,75017,17.0
Appartement à louer,,1490,"Sorbonne, Paris 5ème (75005)",0.0,2.0,2.0,75005,5.0
Appartement à louer,13.0,680,"Muette Nord, Paris 16ème (75016)",0.0,1.0,3.0,75016,16.0
Studio à louer,24.0,745,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,2.0,75016,16.0
Studio à louer,25.0,950,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,5.0,75015,15.0
Appartement à louer,38.0,1441,"Gambetta, Paris 20ème (75020)",1.0,2.0,2.0,75020,20.0
Studio à louer,25.0,1140,"Gambetta, Paris 20ème (75020)",0.0,1.0,3.0,75020,20.0
Appartement à louer,30.0,1250,Paris 11ème (75011),1.0,2.0,5.0,75011,11.0
Appartement à louer,70.0,3500,"Champerret-Berthier, Paris 17ème (75017)",2.0,3.0,3.0,75017,17.0
Appartement à louer - Première occupation,35.6,1300,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,,75016,16.0
Duplex à louer - Première occupation,123.0,3900,"Batignolles-Cardinet, Paris 17ème (75017)",3.0,5.0,4.0,75017,17.0
Studio à louer,17.0,1000,Paris 20ème (75020),0.0,1.0,1.0,75020,20.0
Appartement à louer,43.0,1450,"Muette Nord, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,38.0,1572,"Champerret-Berthier, Paris 17ème (75017)",1.0,2.0,,75017,17.0
Studio à louer,25.0,1212,"Jardin des Plantes, Paris 5ème (75005)",0.0,1.0,4.0,75005,5.0
Appartement à louer,32.0,1575,"Vallée de Fécamp, Paris 12ème (75012)",1.0,2.0,,75012,12.0
Studio à louer,19.0,750,Paris 10ème (75010),0.0,1.0,,75010,10.0
Appartement à louer,21.0,795,"Vaugirard-Parc des Expositions, Paris (75015)",0.0,1.0,6.0,75015,
Appartement à louer,60.0,2890,"Trudaine-Maubeuge, Paris 9ème (75009)",2.0,3.0,,75009,9.0
Appartement à louer,32.0,1395,"Porte Dauphine, Paris 16ème (75016)",0.0,1.0,6.0,75016,16.0
Appartement à louer,40.0,1506,"Bel-Air Sud, Paris 12ème (75012)",1.0,3.0,3.0,75012,12.0
Appartement à louer,21.0,850,"Violet Commerce, Paris (75015)",0.0,1.0,,75015,
Duplex à louer,28.0,1070,Paris 11ème (75011),0.0,2.0,,75011,11.0
Appartement à louer - Première occupation,21.0,700,"Gambetta, Paris 20ème (75020)",0.0,1.0,,75020,20.0
Appartement à louer,57.0,2245,"Bas Belleville, Paris 19ème (75019)",2.0,3.0,,75019,19.0
Appartement à louer,49.0,1700,"Vaugirard-Parc des Expositions, Paris (75015)",2.0,3.0,,75015,
Appartement à louer,75.0,2800,"Mairie, Paris 8ème (75008)",2.0,3.0,6.0,75008,8.0
Appartement à louer,30.0,1257,"Batignolles-Cardinet, Paris 17ème (75017)",1.0,2.0,6.0,75017,17.0
Appartement à louer,31.0,2500,"Bastille-Popincourt, Paris 11ème (75011)",1.0,2.0,,75011,11.0
Appartement à louer,79.0,2646,"Auteuil Nord, Paris 16ème (75016)",2.0,3.0,,75016,16.0
Appartement à louer,40.0,1600,"Vaugirard-Parc des Expositions, Paris (75015)",1.0,2.0,,75015,
Appartement à louer - Première occupation,34.0,3025,"Saint Philippe du Roule, Paris 8ème (75008)",0.0,1.0,,75008,8.0
Appartement à louer,82.0,8850,"Arsenal, Paris (75004)",1.0,2.0,,75004,
Appartement à louer,25.0,1100,"Saint Lambert, Paris (75015)",0.0,2.0,,75015,
Appartement à louer,57.3,2100,"Bièvres Sud Tolbiac, Paris 13ème (75013)",1.0,3.0,,75013,13.0
Appartement à louer,130.0,4400,"Legendre-Lévis, Paris (75017)",3.0,6.0,,75017,
Appartement à louer,16.0,1100,"Sainte Avoie, Paris (75003)",0.0,1.0,,75003,
Appartement à louer,51.0,1400,Paris 18ème (75018),1.0,2.0,,75018,18.0
Appartement à louer,35.0,1550,"Auteuil Sud, Paris (75016)",0.0,1.0,,75016,
Appartement à louer,98.0,3205,Paris 15ème (75015),3.0,4.0,,75015,15.0
Appartement à louer,165.3,10500,"Hoche-Friedland, Paris 8ème (75008)",4.0,6.0,3.0,75008,8.0
Appartement à louer,43.1,1798,"Champerret-Berthier, Paris 17ème (75017)",0.0,1.0,6.0,75017,17.0
Appartement à louer - Première occupation,195.0,9000,"Chaillot, Paris 16ème (75016)",3.0,8.0,2.0,75016,16.0
Appartement à louer,26.1,1090,"Buttes Aux Cailles-Glacière, Paris 13ème (75013)",0.0,1.0,1.0,75013,13.0
Studio à louer,32.0,1310,"Pernety, Paris 14ème (75014)",0.0,1.0,3.0,75014,14.0
Duplex à louer,30.0,1590,"Saint Gervais, Paris 4ème (75004)",1.0,2.0,6.0,75004,4.0
Appartement à louer,81.0,3950,"Val de Grace, Paris (75005)",2.0,4.0,,75005,
Maison à louer,56.0,1750,"Belleville, Paris 20ème (75020)",2.0,3.0,,75020,20.0
Appartement à louer - Première occupation,70.0,4200,"Auteuil Sud, Paris 16ème (75016)",2.0,3.0,1.0,75016,16.0
Appartement à louer,83.0,3148,Paris 15ème (75015),3.0,4.0,,75015,15.0
Studio à louer - logement étudiant,21.0,899,"Pernety, Paris 14ème (75014)",0.0,1.0,1.0,75014,14.0
Appartement à louer - logement étudiant,18.0,884,"Flandre-Aubervilliers, Paris 19ème (75019)",0.0,1.0,,75019,19.0
Studio à louer - logement étudiant,18.0,900,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,6.0,75017,17.0
Appartement à louer,22.0,980,"La Chapelle-Marx Dormoy, Paris (75018)",0.0,1.0,6.0,75018,
Appartement à louer,43.0,1520,"Batignolles-Cardinet, Paris 17ème (75017)",1.0,2.0,1.0,75017,17.0
Studio à louer - logement étudiant,15.0,875,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,1.0,75011,11.0
Appartement à louer,24.0,942,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",0.0,1.0,,75015,15.0
Studio à louer - logement étudiant,19.0,900,"Salpêtrière-Austerlitz, Paris 13ème (75013)",0.0,1.0,3.0,75013,13.0
Appartement à louer,35.8,1118,Paris 15ème (75015),1.0,2.0,,75015,15.0
Appartement à louer,24.4,1590,"Saint Thomas d'Aquin, Paris 7ème (75007)",0.0,1.0,,75007,7.0
Appartement à louer,17.0,870,Paris 5ème (75005),0.0,1.0,,75005,5.0
Studio à louer,23.0,1250,"Lafayette-Richer, Paris 9ème (75009)",0.0,1.0,6.0,75009,9.0
Appartement à louer,41.0,1487,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",1.0,3.0,,75015,15.0
Studio à louer,18.0,990,"Gambetta, Paris 20ème (75020)",0.0,1.0,2.0,75020,20.0
Appartement à louer,36.0,1210,"Bassin de la Villette, Paris 19ème (75019)",1.0,2.0,3.0,75019,19.0
Appartement à louer,,1150,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",1.0,1.0,1.0,75011,11.0
Appartement à louer,34.0,1240,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",1.0,2.0,,75011,11.0
Appartement à louer,40.0,2500,"Invalides, Paris 7ème (75007)",1.0,2.0,5.0,75007,7.0
Studio à louer,28.0,1085,"Batignolles-Cardinet, Paris 17ème (75017)",1.0,2.0,1.0,75017,17.0
Appartement à louer,32.0,980,"Mouton Duvernet, Paris 14ème (75014)",1.0,2.0,1.0,75014,14.0
Studio à louer,23.0,1030,"Grange Aux Belles-Terrage, Paris 10ème (75010)",0.0,1.0,6.0,75010,10.0
Appartement à louer - Première occupation,,3630,"Porte Dauphine, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,18.0,615,"Clichy-Trinité, Paris 9ème (75009)",0.0,1.0,,75009,9.0
Appartement à louer,11.0,560,Paris 13ème (75013),0.0,1.0,,75013,13.0
Studio à louer,19.0,770,Paris 10ème (75010),0.0,1.0,,75010,10.0
Appartement à louer,24.0,1800,Paris 16ème (75016),1.0,2.0,,75016,16.0
Studio à louer - logement étudiant,18.0,850,"Louis Blanc-Aqueduc, Paris 10ème (75010)",0.0,1.0,1.0,75010,10.0
Studio à louer - logement étudiant,14.0,675,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,4.0,75011,11.0
Appartement à louer,45.0,1590,"Auteuil Sud, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Studio à louer - logement étudiant,12.0,578,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,1.0,75015,15.0
Appartement à louer,31.0,1600,"Auteuil Sud, Paris (75016)",0.0,1.0,,75016,
Appartement à louer,57.0,2150,"Archives, Paris 3ème (75003)",2.0,3.0,2.0,75003,3.0
Appartement à louer,29.0,1400,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,2.0,3.0,75018,18.0
Appartement à louer - Première occupation,37.0,1125,"Pernety, Paris 14ème (75014)",1.0,2.0,1.0,75014,14.0
Studio à louer,23.0,920,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème (75020)",0.0,1.0,,75020,20.0
Appartement à louer,39.0,2500,"Saint Philippe du Roule, Paris (75008)",0.0,1.0,,75008,
Appartement à louer,37.0,1390,"Pasteur Montparnasse, Paris (75015)",0.0,1.0,,75015,
Appartement à louer,19.8,919,"Croulebarbe, Paris 13ème (75013)",0.0,1.0,6.0,75013,13.0
Appartement à louer,111.0,2995,"Montsouris Dareau, Paris 14ème (75014)",3.0,5.0,4.0,75014,14.0
Appartement à louer,21.0,983,"Vaugirard-Parc des Expositions, Paris (75015)",0.0,1.0,,75015,
Appartement à louer,48.0,1740,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",1.0,2.0,1.0,75011,11.0
Appartement à louer,33.0,1570,"Montmartre, Paris 18ème (75018)",1.0,2.0,,75018,18.0
Appartement à louer,45.7,1626,"Alleray Procession, Paris 15ème (75015)",1.0,2.0,,75015,15.0
Appartement à louer - logement étudiant,23.2,1041,"Aligre-Gare de Lyon, Paris 12ème (75012)",0.0,1.0,,75012,12.0
Appartement à louer - Première occupation,45.0,1800,"Muette Sud, Paris 16ème (75016)",1.0,2.0,3.0,75016,16.0
Appartement à louer,40.0,1580,Paris 15ème (75015),1.0,2.0,,75015,15.0
Appartement à louer - Première occupation,82.0,2360,"Pasteur Montparnasse, Paris 15ème (75015)",2.0,3.0,1.0,75015,15.0
Appartement à louer,153.5,5215,"Sorbonne, Paris 5ème (75005)",3.0,4.0,,75005,5.0
Appartement à louer,28.0,1642,"Muette Nord, Paris (75016)",0.0,1.0,,75016,
Appartement à louer - Première occupation,140.0,8215,"Palais Royal, Paris 1er (75001)",3.0,4.0,,75001,1.0
Appartement à louer,35.0,960,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,,75018,18.0
Studio à louer - logement étudiant,15.0,650,"Louis Blanc-Aqueduc, Paris 10ème (75010)",1.0,1.0,7.0,75010,10.0
Appartement à louer,39.0,1310,"Dupleix-Motte Picquet, Paris 15ème (75015)",1.0,2.0,3.0,75015,15.0
Appartement à louer,33.0,1180,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,,75018,18.0
Studio à louer,19.0,780,"Porte Saint Denis-Paradis, Paris 10ème (75010)",0.0,1.0,,75010,10.0
Studio à louer,23.0,966,"Manin-Jaurès, Paris 19ème (75019)",0.0,1.0,,75019,19.0
Appartement à louer - Première occupation - logement étudiant,13.9,800,"La Fourche-Guy Môquet, Paris 17ème (75017)",0.0,1.0,,75017,17.0
Appartement à louer,39.8,1530,Paris 7ème (75007),1.0,2.0,,75007,7.0
Appartement à louer,19.0,969,"Grandes Carrières-Clichy, Paris 18ème (75018)",0.0,2.0,1.0,75018,18.0
Appartement à louer,35.0,1550,"Montmartre, Paris 18ème (75018)",1.0,2.0,1.0,75018,18.0
Appartement à louer,32.0,2130,"Hoche-Friedland, Paris 8ème (75008)",1.0,2.0,,75008,8.0
Appartement à louer,40.0,1850,"Flandre-Aubervilliers, Paris (75019)",1.0,2.0,,75019,
Appartement à louer,66.0,2521,"Hoche-Friedland, Paris 8ème (75008)",2.0,3.0,4.0,75008,8.0
Appartement à louer - Première occupation,22.9,990,"Muette Sud, Paris 16ème (75016)",0.0,1.0,,75016,16.0
Appartement à louer,19.0,692,"Saint Blaise, Paris 20ème (75020)",0.0,1.0,,75020,20.0
Appartement à louer,28.0,1900,"Saint Philippe du Roule, Paris 8ème (75008)",1.0,2.0,5.0,75008,8.0
Appartement à louer,34.0,1349,"Invalides, Paris 7ème (75007)",0.0,1.0,5.0,75007,7.0
Appartement à louer,59.0,1953,"Bastille-Popincourt, Paris 11ème (75011)",1.0,2.0,1.0,75011,11.0
Appartement à louer,115.0,5394,"Auteuil Nord, Paris 16ème (75016)",3.0,3.0,2.0,75016,16.0
Appartement à louer,45.0,2883,"Provence Opéra, Paris 9ème (75009)",1.0,2.0,5.0,75009,9.0
Appartement à louer,48.8,2600,"Saint Thomas d'Aquin, Paris 7ème (75007)",1.0,3.0,3.0,75007,7.0
Appartement à louer,36.2,1650,"Montmartre, Paris 18ème (75018)",1.0,2.0,2.0,75018,18.0
Appartement à louer,81.0,2400,"Bièvres Sud Tolbiac, Paris 13ème (75013)",3.0,4.0,1.0,75013,13.0
Appartement à louer,151.0,7080,"Ecole Militaire, Paris 7ème (75007)",3.0,5.0,,75007,7.0
Appartement à louer,198.5,6531,Paris 8ème (75008),4.0,6.0,1.0,75008,8.0
Appartement à louer,53.0,1700,"Didot-Porte de Vanves, Paris (75014)",1.0,2.0,,75014,
Appartement à louer,83.0,4000,"Ternes-Maillot, Paris 17ème (75017)",2.0,3.0,,75017,17.0
Appartement à louer,57.0,2450,"Lafayette-Richer, Paris (75009)",1.0,2.0,,75009,
Appartement à louer,23.0,1100,"Mouton Duvernet, Paris (75014)",0.0,1.0,,75014,
Appartement à louer - logement étudiant,25.0,850,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,1.0,75015,15.0
Studio à louer,24.0,1145,"Bastille-Popincourt, Paris 11ème (75011)",0.0,1.0,,75011,11.0
Studio à louer,32.0,1200,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,1.0,75011,11.0
Studio à louer - logement étudiant,10.0,593,"Lafayette-Richer, Paris 9ème (75009)",0.0,1.0,4.0,75009,9.0
Appartement à louer,12.0,900,"Auteuil Sud, Paris (75016)",0.0,1.0,,75016,
Studio à louer,19.0,795,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",0.0,1.0,,75002,2.0
Appartement à louer,45.0,1220,"Sorbonne, Paris 5ème (75005)",0.0,2.0,4.0,75005,5.0
Appartement à louer,40.0,1717,"Vivienne-Gaillon, Paris 2ème (75002)",1.0,2.0,,75002,2.0
Studio à louer,23.0,1300,"Muette Nord, Paris 16ème (75016)",0.0,1.0,2.0,75016,16.0
Studio à louer,32.0,1400,"Porte Dauphine, Paris 16ème (75016)",0.0,1.0,,75016,16.0
Appartement à louer,15.0,1560,"Gros Caillou, Paris 7ème (75007)",0.0,1.0,,75007,7.0
Appartement à louer,161.0,5228,"Porte Dauphine, Paris 16ème (75016)",5.0,6.0,6.0,75016,16.0
Appartement à louer,49.0,1550,"Auteuil Sud, Paris 16ème (75016)",1.0,2.0,5.0,75016,16.0
Appartement à louer,45.0,1350,"Salpêtrière-Austerlitz, Paris 13ème (75013)",1.0,2.0,7.0,75013,13.0
Appartement à louer,70.8,1800,"Citroën-Boucicaut, Paris 15ème (75015)",2.0,3.0,4.0,75015,15.0
Appartement à louer,234.0,6563,"Clichy-Trinité, Paris 9ème (75009)",5.0,7.0,,75009,9.0
Studio à louer,19.0,880,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",0.0,1.0,,75002,2.0
Studio à louer,29.0,1145,"Gambetta, Paris 20ème (75020)",0.0,1.0,,75020,20.0
Appartement à louer,71.0,2600,"Muette Sud, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,22.0,1003,Paris 15ème (75015),0.0,1.0,,75015,15.0
Appartement à louer,58.0,1760,Paris 18ème (75018),2.0,3.0,,75018,18.0
Appartement à louer,27.1,1600,"Porte Dauphine, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,49.0,1485,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",1.0,2.0,2.0,75010,10.0
Appartement à louer,36.2,1331,"Trudaine-Maubeuge, Paris 18ème (75018)",1.0,2.0,,75018,18.0
Studio à louer,36.0,1325,"Batignolles-Cardinet, Paris 17ème (75017)",1.0,2.0,,75017,17.0
Appartement à louer,49.0,1462,"Batignolles-Cardinet, Paris 17ème (75017)",3.0,2.0,4.0,75017,17.0
Appartement à louer,20.0,1350,Paris 15ème (75015),1.0,2.0,6.0,75015,15.0
Appartement à louer,280.0,8400,"Bois de Boulogne, Paris 16ème (75116)",4.0,7.0,,75116,16.0
Appartement à louer,38.0,1340,Paris 13ème (75013),1.0,2.0,3.0,75013,13.0
Appartement à louer,35.0,1250,"Nationale-Deux Moulins, Paris 13ème (75013)",0.0,2.0,1.0,75013,13.0
Appartement à louer,40.0,1450,"Georges Brassens, Paris (75015)",1.0,2.0,,75015,
Appartement à louer,77.8,2023,"Dunois-Bibliothèque-Jeanne-d'Arc, Paris 13ème (75013)",3.0,4.0,1.0,75013,13.0
Appartement à louer,46.0,1550,"Gambetta, Paris 20ème (75020)",1.0,2.0,2.0,75020,20.0
Appartement à louer,47.0,1550,"Bassin de la Villette, Paris 19ème (75019)",1.0,2.0,7.0,75019,19.0
Appartement à louer,72.0,2950,"Europe, Paris 8ème (75008)",1.0,3.0,,75008,8.0
Appartement à louer,28.9,1378,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,7.0,75011,11.0
Studio à louer,34.0,1290,"Belleville, Paris 20ème (75020)",2.0,2.0,,75020,20.0
Studio à louer,41.0,1515,"Porte Dauphine, Paris 16ème (75016)",0.0,1.0,4.0,75016,16.0
Appartement à louer,28.0,1100,"Salpêtrière-Austerlitz, Paris 13ème (75013)",1.0,2.0,2.0,75013,13.0
Appartement à louer,78.0,3200,"Lafayette-Richer, Paris 9ème (75009)",1.0,2.0,,75009,9.0
Appartement à louer,78.0,3470,"Montorgueil-Saint Denis, Paris 2ème (75002)",3.0,4.0,,75002,2.0
Studio à louer,10.0,960,"Muette Nord, Paris 16ème (75016)",0.0,1.0,1.0,75016,16.0
Appartement à louer,48.0,1980,"Dunois-Bibliothèque-Jeanne-d'Arc, Paris 13ème (75013)",1.0,2.0,3.0,75013,13.0
Appartement à louer,63.0,2490,"Courcelles-Wagram, Paris 17ème (75017)",1.0,3.0,,75017,17.0
Appartement à louer - Première occupation,80.0,4000,"Saint Philippe du Roule, Paris 8ème (75008)",2.0,2.0,,75008,8.0
Appartement à louer,79.0,4000,"Arsenal, Paris 4ème (75004)",2.0,3.0,3.0,75004,4.0
Appartement à louer,54.0,2290,"Muette Sud, Paris 16ème (75016)",1.0,2.0,4.0,75016,16.0
Appartement à louer,13.0,1300,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,,75018,18.0
Appartement à louer,77.0,2700,"Citroën-Boucicaut, Paris (75015)",2.0,3.0,,75015,
Appartement à louer,20.0,1100,"Salpêtrière-Austerlitz, Paris 13ème (75013)",0.0,1.0,4.0,75013,13.0
Appartement à louer,21.1,1030,"Clichy-Trinité, Paris 9ème (75009)",0.0,1.0,2.0,75009,9.0
Appartement à louer,47.0,1550,Paris 13ème (75013),1.0,2.0,1.0,75013,13.0
Appartement à louer,26.0,1000,"Montmartre, Paris (75018)",1.0,2.0,,75018,
Appartement à louer,81.0,2684,"Dupleix-Motte Picquet, Paris 15ème (75015)",2.0,4.0,2.0,75015,15.0
Appartement à louer,53.0,1934,"Cambronne-Garibaldi, Paris 15ème (75015)",1.0,2.0,5.0,75015,15.0
Appartement à louer,53.0,1927,"Cambronne-Garibaldi, Paris 15ème (75015)",1.0,2.0,3.0,75015,15.0
Appartement à louer,42.0,2190,"Montorgueil-Saint Denis, Paris 2ème (75002)",1.0,2.0,2.0,75002,2.0
Appartement à louer,43.0,1900,"Pereire-Malesherbes, Paris 17ème (75017)",1.0,2.0,,75017,17.0
Appartement à louer,20.0,1100,"Legendre-Lévis, Paris (75017)",0.0,1.0,,75017,
Appartement à louer,89.0,2963,"Auteuil Sud, Paris 16ème (75016)",2.0,3.0,2.0,75016,16.0
Appartement à louer,56.0,1695,"Bièvres Sud Tolbiac, Paris 13ème (75013)",1.0,2.0,2.0,75013,13.0
Appartement à louer,33.0,1200,"Bièvres Sud Tolbiac, Paris 13ème (75013)",0.0,1.0,3.0,75013,13.0
Appartement à louer,52.7,1608,"Dupleix-Motte Picquet, Paris 15ème (75015)",2.0,3.0,3.0,75015,15.0
Appartement à louer,42.0,1790,"Auteuil Nord, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,80.6,2895,"Legendre-Lévis, Paris 17ème (75017)",2.0,3.0,7.0,75017,17.0
Appartement à louer,34.0,1300,"La Chapelle-Marx Dormoy, Paris (75018)",1.0,2.0,,75018,
Appartement à louer,25.4,822,"République-Saint Ambroise, Paris 11ème (75011)",0.0,1.0,6.0,75011,11.0
Appartement à louer,116.2,5300,"Bois de Boulogne, Paris 16ème (75016)",3.0,5.0,,75016,16.0
Appartement à louer,46.0,1675,"Porte Dauphine, Paris 16ème (75016)",1.0,2.0,,75016,16.0
Appartement à louer,159.0,4481,"République-Saint Ambroise, Paris 11ème (75011)",3.0,4.0,,75011,11.0
Appartement à louer,86.9,3300,"Saint Lambert, Paris 15ème (75015)",2.0,2.0,4.0,75015,15.0
Appartement à louer,185.5,12600,Paris 16ème (75016),2.0,4.0,,75016,16.0
Appartement à louer,38.0,2450,"Les Halles, Paris (75001)",1.0,2.0,,75001,
Appartement à louer,380.0,1490,"Cambronne-Garibaldi, Paris 15ème (75015)",12.0,1.0,,75015,15.0
Duplex à louer,109.0,3570,"Saint Germain l'Auxerrois, Paris 1er (75001)",2.0,4.0,,75001,1.0
Appartement à louer,51.0,1880,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,1.0,75018,18.0
Appartement à louer,63.0,2850,"Triangle d'Or, Paris 8ème (75008)",0.0,1.0,6.0,75008,8.0
Appartement à louer,38.3,1500,"Invalides, Paris 7ème (75007)",1.0,2.0,,75007,7.0
Appartement à louer,63.0,2850,"Triangle d'Or, Paris 8ème (75008)",1.0,2.0,6.0,75008,8.0
Appartement à louer,84.4,2633,"Dupleix-Motte Picquet, Paris 15ème (75015)",1.0,3.0,7.0,75015,15.0
Duplex à louer,340.0,26300,"Palais Royal, Paris 1er (75001)",5.0,8.0,1.0,75001,1.0
Appartement à louer,66.4,3900,Paris 15ème (75015),2.0,3.0,,75015,15.0
Appartement à louer,135.0,7700,"Triangle d'Or, Paris 8ème (75008)",3.0,4.0,,75008,8.0
Appartement à louer,34.0,1250,"Gros Caillou, Paris 7ème (75007)",0.0,1.0,5.0,75007,7.0
Appartement à louer,205.3,10000,"Saint Germain des Prés, Paris 6ème (75006)",4.0,9.0,,75006,6.0
Appartement à louer,50.0,3100,"Lafayette-Richer, Paris 9ème (75009)",1.0,2.0,5.0,75009,9.0
Appartement à louer,109.0,6200,"Grange Aux Belles-Terrage, Paris 10ème (75010)",3.0,5.0,5.0,75010,10.0
Appartement à louer,155.0,5900,"Trudaine-Maubeuge, Paris 9ème (75009)",3.0,4.0,3.0,75009,9.0
Appartement à louer,35.0,2780,"Belleville-Saint Maur, Paris 11ème (75011)",1.0,2.0,6.0,75011,11.0
