Name,Surface,Price,Lieu,Chambres,Pièces,Etage,Code_postal
Appartement à louer - Première occupation,35.0,1065,"Pernety, Paris 14ème (75014)",1.0,2.0,3,75014
Studio à louer,27.0,960,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",0.0,1.0,6,75018
Appartement à louer,27.1,1047,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",0.0,1.0,4,75015
Appartement à louer,22.0,881,"Enfants Rouges, Paris 3ème (75003)",0.0,1.0,2,75003
Appartement à louer,22.0,925,"Violet Commerce, Paris (75015)",0.0,1.0,2,75015
Appartement à louer,26.0,1050,"Champerret-Berthier, Paris 17ème (75017)",0.0,1.0,4,75017
Appartement à louer,13.5,800,"Belleville, Paris 20ème (75020)",0.0,1.0,3,75020
Appartement à louer,13.5,800,"Belleville, Paris 20ème (75020)",0.0,1.0,3,75020
Studio à louer - logement étudiant,20.0,750,"Grange Aux Belles-Terrage, Paris 10ème (75010)",0.0,1.0,5,75010
Appartement à louer,20.0,760,"Moskowa-Porte Montmartre-Porte de Clignancourt, Paris 18ème (75018)",0.0,1.0,6,75018
Studio à louer,26.0,790,"République-Saint Ambroise, Paris 11ème (75011)",0.0,1.0,3,75011
Appartement à louer - Première occupation,20.0,1200,"Sainte Avoie, Paris 3ème (75003)",0.0,1.0,4,75003
Appartement à louer,10.0,500,Paris 16ème (75016),0.0,1.0,2,75016
Studio à louer,20.0,880,"Buttes Aux Cailles-Glacière, Paris 13ème (75013)",0.0,1.0,4,75013
Appartement à louer,23.4,1094,"Bièvres Sud Tolbiac, Paris 13ème (75013)",0.0,1.0,6,75013
Appartement à louer,13.0,625,"Auteuil Sud, Paris (75016)",0.0,1.0,10,75016
Studio à louer,10.0,950,"Auteuil Sud, Garches (92100)",2.0,1.0,2,92100
Appartement à louer,30.0,1180,"Mouton Duvernet, Paris (75014)",1.0,2.0,5,75014
Studio à louer,19.0,918,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",0.0,1.0,3,75002
Appartement à louer,23.0,1050,"Arsenal, Paris 4ème (75004)",0.0,1.0,6,75004
Studio à louer,23.0,1130,"Gros Caillou, Paris 7ème (75007)",0.0,1.0,3,75007
Appartement à louer,10.0,750,"Cambronne-Garibaldi, Paris (75015)",0.0,1.0,1,75015
Studio à louer,22.0,1050,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,2,75011
Appartement à louer,12.0,645,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,3,75018
Appartement à louer,33.0,1100,"Bièvres Sud Tolbiac, Paris 13ème (75013)",0.0,1.0,1,75013
Studio à louer,23.0,1050,"Muette Nord, Paris 16ème (75016)",0.0,1.0,3,75016
Appartement à louer,9.0,595,"Champerret-Berthier, Paris 17ème (75017)",0.0,1.0,2,75017
Appartement à louer,29.0,1200,"Notre Dame des Champs, Paris 6ème (75006)",0.0,1.0,2,75006
Appartement à louer,27.0,1200,"Montmartre, Paris 18ème (75018)",1.0,2.0,1,75018
Studio à louer,12.0,763,"Gambetta, Paris 20ème (75020)",0.0,1.0,5,75020
Appartement à louer,25.0,949,Paris 15ème (75015),0.0,1.0,1,75015
Appartement à louer,17.0,906,Paris 8ème (75008),0.0,1.0,1,75008
Appartement à louer,32.0,1120,"Belleville-Saint Maur, Paris 11ème (75011)",1.0,2.0,1,75011
Appartement à louer,26.5,1015,"Moskowa-Porte Montmartre-Porte de Clignancourt, Paris 18ème (75018)",0.0,1.0,5,75018
Appartement à louer,22.0,840,Paris 20ème (75020),0.0,1.0,2,75020
Appartement à louer - Première occupation,29.9,1130,"Champerret-Berthier, Paris 17ème (75017)",0.0,1.0,3,75017
Appartement à louer - Première occupation,9.0,633,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",0.0,1.0,5,75010
Appartement à louer,17.7,1100,"Porte Dauphine, Paris 16ème (75016)",0.0,1.0,6,75016
Studio à louer,13.0,1050,"Lorette-Martyrs, Paris 9ème (75009)",0.0,1.0,5,75009
Studio à louer,17.0,1150,"Bas Belleville, Paris 19ème (75019)",0.0,1.0,4,75019
Appartement à louer,21.0,906,"Belleville-Saint Maur, Paris 11ème (75011)",1.0,2.0,6,75011
Appartement à louer,22.0,849,"Pont de Flandre, Paris 19ème (75019)",0.0,1.0,7,75019
Appartement à louer,28.7,1115,Paris 19ème (75019),0.0,1.0,2,75019
Studio à louer,30.0,960,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,1,75017
Appartement à louer,27.0,1000,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,1.0,3,75018
Appartement à louer,22.0,950,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",1.0,2.0,4,75018
Appartement à louer,22.6,981,Paris 18ème (75018),0.0,1.0,1,75018
Studio à louer,15.0,950,"Gambetta, Paris 20ème (75020)",2.0,1.0,3,75020
Appartement à louer,29.0,1193,"Dunois-Bibliothèque-Jeanne-d'Arc, Paris (75013)",0.0,1.0,2,75013
Studio à louer,25.0,938,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,3,75018
Appartement à louer,22.0,840,Paris 20ème (75020),0.0,1.0,2,75020
Appartement à louer,26.0,1185,"Europe, Paris (75008)",1.0,2.0,4,75008
Studio à louer,17.0,740,"Danube-Porte des Lilas, Paris 19ème (75019)",0.0,1.0,6,75019
Studio à louer,33.0,1183,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,4,75015
Appartement à louer,31.0,1024,"Secrétan, Paris 19ème (75019)",1.0,2.0,3,75019
Appartement à louer,10.5,975,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,2,75018
Appartement à louer,29.0,1145,"Belleville, Paris 20ème (75020)",0.0,1.0,1,75020
Studio à louer - logement étudiant,32.0,860,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,3,75016
Appartement à louer,26.0,1040,"La Chapelle-Marx Dormoy, Paris 18ème (75018)",0.0,1.0,5,75018
Appartement à louer,10.0,950,"Auteuil Nord, Paris (75016)",0.0,1.0,7,75016
Appartement à louer,19.0,800,"Aligre-Gare de Lyon, Paris (75012)",0.0,1.0,7,75012
Appartement à louer,26.0,1040,"Muette Nord, Paris 16ème (75016)",1.0,2.0,1,75016
Appartement à louer,12.0,550,"Auteuil Sud, Paris (75016)",0.0,1.0,2,75016
Studio à louer,24.0,927,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,2,75015
Studio à louer - logement étudiant,13.8,890,"Notre Dame des Champs, Paris 6ème (75006)",0.0,1.0,3,75006
Studio à louer,30.0,1150,"Bassin de la Villette, Paris 19ème (75019)",0.0,2.0,1,75019
Appartement à louer,20.0,851,"Saint Merri, Paris 4ème (75004)",0.0,1.0,2,75004
Appartement à louer,32.5,1097,"Nation-Picpus, Paris 12ème (75012)",0.0,1.0,3,75012
Studio à louer,22.0,1120,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,6,75018
Studio à louer,90.0,1135,"Pasteur Montparnasse, Paris 15ème (75015)",1.0,1.0,1,75015
Appartement à louer,25.8,920,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",1.0,2.0,2,75018
Appartement à louer,32.0,1195,"Bièvres Sud Tolbiac, Paris 13ème (75013)",0.0,1.0,5,75013
Appartement à louer,26.0,1183,"Epinettes-Bessières, Paris 17ème (75017)",1.0,1.0,3,75017
Studio à louer,21.0,800,"Danube-Porte des Lilas, Paris 19ème (75019)",0.0,1.0,9,75019
Studio à louer - logement étudiant,14.0,650,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,2.0,1,75017
Appartement à louer,14.0,950,"Ternes-Maillot, Paris (75017)",0.0,1.0,5,75017
Appartement à louer,24.0,1138,"Jean Moulin-Porte d'Orléans, Paris 14ème (75014)",0.0,1.0,6,75014
Studio à louer - logement étudiant,20.0,750,"Grange Aux Belles-Terrage, Paris 10ème (75010)",0.0,1.0,10,75010
Appartement à louer,38.0,1147,"Secrétan, Paris 19ème (75019)",1.0,2.0,6,75019
Appartement à louer,24.5,782,"Vallée de Fécamp, Paris 12ème (75012)",0.0,1.0,2,75012
Appartement à louer - logement étudiant,17.0,685,"Aligre-Gare de Lyon, Paris 12ème (75012)",0.0,1.0,4,75012
Appartement à louer,25.0,1085,"Saint Lambert, Paris (75015)",0.0,1.0,1,75015
Studio à louer - logement étudiant,23.0,755,Paris 14ème (75014),0.0,1.0,4,75014
Appartement à louer,16.0,890,"Gros Caillou, Paris 7ème (75007)",0.0,1.0,1,75007
Appartement à louer,33.4,1150,"Salpêtrière-Austerlitz, Paris 13ème (75013)",0.0,1.0,1,75013
Appartement à louer,9.0,870,"Porte Dauphine, Paris 16ème (75016)",0.0,1.0,6,75016
Appartement à louer - Première occupation,28.6,1040,"Danube-Porte des Lilas, Paris 19ème (75019)",0.0,1.0,4,75019
Appartement à louer,26.0,680,"Bassin de la Villette, Paris 19ème (75019)",0.0,1.0,2,75019
Studio à louer,20.0,770,"Saint Victor, Paris 5ème (75005)",0.0,1.0,3,75005
Studio à louer,16.0,1195,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,3,75015
Appartement à louer,25.0,920,"Manin-Jaurès, Paris 19ème (75019)",0.0,1.0,5,75019
Appartement à louer,9.0,555,"Muette Sud, Paris 16ème (75016)",1.0,1.0,5,75016
Studio à louer,26.0,1000,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,4,75016
Appartement à louer,30.2,1027,"Danube-Porte des Lilas, Paris 20ème (75020)",0.0,1.0,4,75020
Appartement à louer,14.0,750,"La Fourche-Guy Môquet, Paris 17ème (75017)",0.0,1.0,1,75017
Studio à louer,13.0,750,"Gambetta, Paris 20ème (75020)",0.0,1.0,3,75020
Appartement à louer,36.0,1029,"Danube-Porte des Lilas, Paris 19ème (75019)",1.0,2.0,6,75019
Appartement à louer,30.0,1100,"Alleray Procession, Paris 15ème (75015)",0.0,1.0,2,75015
Appartement à louer,28.0,1102,"Belleville-Saint Maur, Paris 11ème (75011)",0.0,1.0,1,75011
Appartement à louer,27.0,1199,"Elysées-Madeleine, Paris 8ème (75008)",0.0,1.0,6,75008
Studio à louer,14.0,1100,"Bastille-Popincourt, Paris 11ème (75011)",2.0,1.0,1,75011
Appartement à louer - logement étudiant,13.7,550,"Buttes Chaumont, Paris 19ème (75019)",0.0,1.0,3,75019
Appartement à louer,27.0,1172,"La Fourche-Guy Môquet, Paris 17ème (75017)",1.0,2.0,1,75017
Appartement à louer,22.7,910,"Dupleix-Motte Picquet, Paris 15ème (75015)",0.0,1.0,6,75015
Appartement à louer,31.0,1090,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,9,75016
Studio à louer - logement étudiant,27.0,900,"Muette Nord, Paris 16ème (75016)",0.0,1.0,1,75016
Studio à louer - logement étudiant,15.0,700,"La Fourche-Guy Môquet, Paris 17ème (75017)",0.0,1.0,1,75017
Studio à louer,26.0,1020,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,1,75015
Appartement à louer,34.8,1200,"Buttes Aux Cailles-Glacière, Paris 13ème (75013)",0.0,1.0,1,75013
Appartement à louer,27.0,990,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",0.0,1.0,4,75002
Studio à louer - logement étudiant,40.0,780,"Salpêtrière-Austerlitz, Paris 13ème (75013)",1.0,2.0,1,75013
Appartement à louer - Première occupation,35.0,1140,"Dupleix-Motte Picquet, Paris 15ème (75015)",1.0,2.0,3,75015
Appartement à louer,22.2,1200,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,2,75017
Studio à louer,24.0,1150,"Violet Commerce, Paris 15ème (75015)",0.0,1.0,2,75015
Appartement à louer,130.0,1080,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",7.0,7.0,1,75010
Appartement à louer,12.0,650,"Bel-Air Nord, Paris 12ème (75012)",0.0,1.0,1,75012
Appartement à louer - Première occupation,30.0,1190,"Buttes Aux Cailles-Glacière, Paris 13ème (75013)",0.0,1.0,3,75013
Appartement à louer,19.0,994,"Amandiers, Paris 20ème (75020)",1.0,2.0,6,75020
Studio à louer - logement étudiant,18.0,850,"Louis Blanc-Aqueduc, Paris 10ème (75010)",0.0,2.0,6,75010
Appartement à louer,24.0,1000,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,1,75018
Appartement à louer,26.0,1098,"Auteuil Sud, Paris 16ème (75016)",0.0,1.0,7,75016
Appartement à louer,17.0,750,"Buttes Aux Cailles-Glacière, Paris (75013)",0.0,1.0,5,75013
Appartement à louer,19.0,1200,"Saint Gervais, Paris (75004)",0.0,1.0,15,75004
Appartement à louer,29.0,949,"Legendre-Lévis, Paris 17ème (75017)",0.0,1.0,6,75017
Appartement à louer,17.0,700,"La Chapelle-Marx Dormoy, Paris 18ème (75018)",0.0,1.0,6,75018
Studio à louer,10.0,890,"Bas Belleville, Paris 19ème (75019)",2.0,1.0,4,75019
Appartement à louer,20.0,990,"Danube-Porte des Lilas, Paris (75019)",0.0,1.0,6,75019
Appartement à louer,21.0,825,"Pernety, Paris 14ème (75014)",0.0,1.0,3,75014
Studio à louer,22.0,924,"Didot-Porte de Vanves, Paris 14ème (75014)",0.0,1.0,4,75014
Studio à louer,28.0,890,"Trudaine-Maubeuge, Paris 9ème (75009)",0.0,1.0,2,75009
Appartement à louer,32.0,1150,"Batignolles-Cardinet, Paris 17ème (75017)",1.0,2.0,6,75017
Appartement à louer,16.3,1000,"Pasteur Montparnasse, Paris 15ème (75015)",0.0,1.0,3,75015
Studio à louer,20.0,1150,"Olympiades-Choisy, Paris 13ème (75013)",0.0,1.0,4,75013
Appartement à louer - Première occupation,35.0,1125,Paris 19ème (75019),0.0,1.0,1,75019
Appartement à louer,33.0,1128,"Courcelles-Wagram, Paris 17ème (75017)",0.0,1.0,6,75017
Studio à louer,30.0,930,"Saint Victor, Paris 5ème (75005)",0.0,1.0,2,75005
Studio à louer - logement étudiant,18.0,850,"Louis Blanc-Aqueduc, Paris 10ème (75010)",0.0,1.0,1,75010
Studio à louer,45.0,980,"Alleray Procession, Paris 15ème (75015)",2.0,1.0,3,75015
Appartement à louer,32.0,1108,"Auteuil Nord, Paris 16ème (75016)",1.0,2.0,2,75016
Appartement à louer,11.0,750,"Muette Nord, Paris (75016)",0.0,1.0,2,75016
Appartement à louer - logement étudiant,16.0,860,"Pernety, Paris 14ème (75014)",0.0,1.0,1,75014
Appartement à louer,15.0,860,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,11,75017
Appartement à louer,14.0,1050,"Gros Caillou, Paris (75007)",0.0,1.0,6,75007
Studio à louer,18.0,870,"Pont de Flandre, Paris 19ème (75019)",0.0,1.0,1,75019
Appartement à louer,43.0,1150,"Plaine, Paris 20ème (75020)",1.0,2.0,2,75020
Studio à louer,16.0,830,"Jardin de Reuilly, Paris 12ème (75012)",0.0,1.0,5,75012
Appartement à louer,19.0,1030,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème (75020)",1.0,2.0,6,75020
Appartement à louer,17.0,935,"Chateau d'Eau-Lancry, Paris (75010)",0.0,1.0,5,75010
Studio à louer,24.0,660,"La Fourche-Guy Môquet, Paris 17ème (75017)",0.0,1.0,3,75017
Studio à louer - logement étudiant,20.0,850,"Grandes Carrières-Clichy, Paris 18ème (75018)",0.0,1.0,5,75018
Studio à louer,45.0,1045,"Auteuil Sud, Paris 16ème (75016)",2.0,1.0,1,75016
Appartement à louer,10.0,1050,"Courcelles-Wagram, Paris 17ème (75017)",0.0,1.0,6,75017
Appartement à louer,10.0,680,"Ternes-Maillot, Paris (75017)",0.0,1.0,2,75017
Appartement à louer,27.0,1048,Paris 14ème (75014),0.0,1.0,3,75014
Studio à louer,19.0,990,"Salpêtrière-Austerlitz, Paris 13ème (75013)",0.0,1.0,2,75013
Studio à louer,15.0,950,"Bel-Air Nord, Paris 12ème (75012)",0.0,1.0,3,75012
Appartement à louer,35.0,1156,"Alleray Procession, Paris 15ème (75015)",1.0,2.0,1,75015
Appartement à louer,14.2,695,"Amiraux-Simplon-Poissonniers, Paris 18ème (75018)",0.0,1.0,1,75018
Studio à louer,16.0,600,"Croulebarbe, Paris 13ème (75013)",0.0,1.0,4,75013
Appartement à louer,27.0,960,"Gambetta, Paris (75020)",0.0,1.0,5,75020
Studio à louer,17.0,700,"Trudaine-Maubeuge, Paris 9ème (75009)",0.0,1.0,1,75009
Appartement à louer - logement étudiant,40.0,860,"Gambetta, Paris 20ème (75020)",1.0,2.0,2,75020
Studio à louer,18.0,956,"Salpêtrière-Austerlitz, Paris 13ème (75013)",0.0,1.0,4,75013
Studio à louer,26.0,970,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,1,75011
Studio à louer - logement étudiant,10.0,660,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,1.0,6,75018
Appartement à louer,37.0,1173,"Didot-Porte de Vanves, Paris 14ème (75014)",0.0,1.0,3,75014
Appartement à louer,30.0,1200,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,6,75018
Studio à louer - logement étudiant,22.0,900,"Bassin de la Villette, Paris 19ème (75019)",0.0,1.0,1,75019
Studio à louer - logement étudiant,9.0,750,"Saint Placide, Paris 6ème (75006)",0.0,1.0,4,75006
Appartement à louer,16.7,751,"Croulebarbe, Paris 13ème (75013)",0.0,1.0,2,75013
Studio à louer,70.0,950,"Georges Brassens, Paris 15ème (75015)",1.0,1.0,2,75015
Appartement à louer,33.0,1200,"Père Lachaise-Réunion, Paris 20ème (75020)",1.0,2.0,1,75020
Appartement à louer,27.0,1048,Paris 14ème (75014),0.0,1.0,5,75014
Appartement à louer,29.0,1150,"Buttes Aux Cailles-Glacière, Paris 13ème (75013)",0.0,1.0,3,75013
Studio à louer - logement étudiant,15.0,750,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,1,75011
Appartement à louer,13.6,625,"Hoche-Friedland, Paris 8ème (75008)",0.0,1.0,4,75008
Appartement à louer,32.0,980,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,2,75018
Studio à louer,24.0,740,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,2,75018
Studio à louer - logement étudiant,19.0,821,"Clichy-Trinité, Paris 9ème (75009)",0.0,1.0,8,75009
Appartement à louer,19.0,820,"Gros Caillou, Paris (75007)",0.0,1.0,2,75007
Appartement à louer - Première occupation,20.0,905,"Jean Moulin-Porte d'Orléans, Paris 14ème (75014)",0.0,1.0,3,75014
Appartement à louer - logement étudiant,20.2,1160,"Palais Royal, Paris 1er (75001)",0.0,1.0,3,75001
Studio à louer,15.0,1092,"Bassin de la Villette, Paris 19ème (75019)",2.0,1.0,3,75019
Appartement à louer,22.0,900,"Grandes Carrières-Clichy, Paris (75018)",0.0,1.0,1,75018
Studio à louer,35.0,1060,"Louis Blanc-Aqueduc, Paris 10ème (75010)",2.0,1.0,4,75010
Studio à louer,31.0,1188,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,4,75018
Studio à louer,21.0,1200,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,6,75011
Appartement à louer,13.0,895,"Violet Commerce, Paris 15ème (75015)",0.0,1.0,3,75015
Studio à louer - logement étudiant,15.0,795,"Saint Lambert, Paris 15ème (75015)",1.0,1.0,1,75015
Studio à louer - logement étudiant,18.0,900,"Pernety, Paris 14ème (75014)",0.0,1.0,2,75014
Studio à louer,25.0,1020,"Invalides, Paris 7ème (75007)",0.0,1.0,2,75007
Appartement à louer,32.0,1130,"Pernety, Paris 14ème (75014)",1.0,2.0,1,75014
Appartement à louer,27.0,1129,"Citroën-Boucicaut, Paris (75015)",0.0,1.0,4,75015
Appartement à louer,27.0,1100,"Louis Blanc-Aqueduc, Paris 10ème (75010)",1.0,2.0,1,75010
Appartement à louer,20.0,1200,"Dunois-Bibliothèque-Jeanne-d'Arc, Paris 13ème (75013)",1.0,2.0,6,75013
Appartement à louer,28.0,1000,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",0.0,1.0,2,75018
Appartement à louer,18.2,970,"Provence Opéra, Paris 9ème (75009)",0.0,1.0,6,75009
Appartement à louer,33.0,1200,"Bel-Air Sud, Paris 12ème (75012)",1.0,2.0,4,75012
Appartement à louer,30.0,1113,"Montmartre, Paris 18ème (75018)",1.0,2.0,1,75018
Appartement à louer,22.0,1140,"Invalides, Paris 7ème (75007)",0.0,1.0,3,75007
Appartement à louer,16.0,688,"Chaillot, Paris 16ème (75016)",0.0,1.0,6,75016
Appartement à louer,15.0,950,"Lafayette-Richer, Paris 9ème (75009)",0.0,1.0,2,75009
Appartement à louer - Première occupation,20.3,995,"Buttes Aux Cailles-Glacière, Paris 13ème (75013)",0.0,1.0,4,75013
Appartement à louer,30.0,933,"Belleville-Saint Maur, Paris 11ème (75011)",1.0,2.0,5,75011
Studio à louer - logement étudiant,26.0,900,"Muette Nord, Paris 16ème (75016)",0.0,1.0,3,75016
Studio à louer,25.0,1020,"Invalides, Paris 7ème (75007)",0.0,1.0,2,75007
Appartement à louer,20.0,990,"Provence Opéra, Paris 9ème (75009)",0.0,1.0,15,75009
Studio à louer,33.0,1183,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",0.0,1.0,2,75015
Appartement à louer,35.0,1140,Paris 14ème (75014),1.0,2.0,7,75014
Appartement à louer,28.0,1150,"Vallée de Fécamp, Paris 12ème (75012)",1.0,2.0,3,75012
Studio à louer - logement étudiant,12.0,650,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,8,75017
Studio à louer,19.0,880,"Croulebarbe, Paris 13ème (75013)",0.0,1.0,1,75013
Studio à louer - logement étudiant,18.0,900,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,1,75018
Studio à louer,13.0,840,"Legendre-Lévis, Paris 17ème (75017)",0.0,1.0,4,75017
Appartement à louer,10.0,690,"Hoche-Friedland, Paris (75008)",0.0,1.0,3,75008
Appartement à louer - logement étudiant,22.0,890,"Enfants Rouges, Paris 3ème (75003)",0.0,1.0,1,75003
Studio à louer,33.0,1034,"Porte Dauphine, Paris 16ème (75016)",0.0,1.0,3,75016
Appartement à louer,29.0,1090,"Montmartre, Paris 18ème (75018)",0.0,1.0,1,75018
Studio à louer,14.0,703,Paris 13ème (75013),0.0,1.0,1,75013
Appartement à louer - logement étudiant,29.3,1179,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,2,75016
Appartement à louer,9.0,390,"Muette Nord, Paris (75016)",0.0,1.0,3,75016
Studio à louer,21.0,1100,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,5,75015
Studio à louer,9.0,700,"Sorbonne, Paris 5ème (75005)",0.0,1.0,6,75005
Appartement à louer,15.0,840,"Muette Nord, Paris 16ème (75016)",0.0,1.0,6,75016
Appartement à louer - Colocation,129.0,1070,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",6.0,7.0,4,75015
Appartement à louer - logement étudiant,12.0,750,"Palais Royal, Paris 1er (75001)",0.0,1.0,9,75001
Studio à louer,18.0,980,"Didot-Porte de Vanves, Paris 14ème (75014)",0.0,1.0,5,75014
Studio à louer,29.0,950,"Salpêtrière-Austerlitz, Paris 13ème (75013)",0.0,1.0,1,75013
Appartement à louer,30.0,1150,"Nationale-Deux Moulins, Paris 13ème (75013)",0.0,2.0,1,75013
Appartement à louer,25.2,920,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,3,75016
Appartement à louer,19.3,836,"République-Saint Ambroise, Paris 11ème (75011)",0.0,1.0,2,75011
Studio à louer,22.0,950,"Louis Blanc-Aqueduc, Paris 10ème (75010)",0.0,1.0,2,75010
Studio à louer,36.0,1199,"Georges Brassens, Paris 15ème (75015)",0.0,1.0,2,75015
Appartement à louer,20.0,998,"Elysées-Madeleine, Paris 8ème (75008)",0.0,1.0,1,75008
Appartement à louer,28.0,980,"Pont de Flandre, Paris 19ème (75019)",1.0,2.0,1,75019
Appartement à louer - logement étudiant,17.0,650,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,2.0,3,75017
Studio à louer,20.0,998,"Bel-Air Sud, Paris 12ème (75012)",0.0,1.0,4,75012
Appartement à louer,23.3,1158,"Montmartre, Paris 18ème (75018)",0.0,1.0,3,75018
Appartement à louer,35.0,1100,"Gambetta, Paris 20ème (75020)",1.0,1.0,1,75020
Studio à louer,17.0,920,"Amiraux-Simplon-Poissonniers, Paris 18ème (75018)",1.0,1.0,5,75018
Appartement à louer,18.0,1100,"Patay-Masséna, Paris (75013)",0.0,1.0,4,75013
Appartement à louer,25.8,950,"Sainte Avoie, Paris 3ème (75003)",0.0,1.0,1,75003
Studio à louer - logement étudiant,12.0,720,"Muette Nord, Paris 16ème (75016)",0.0,1.0,5,75016
Appartement à louer,28.0,1120,"Arts et Métiers, Paris 3ème (75003)",1.0,2.0,1,75003
Appartement à louer,22.0,1045,"Vaugirard-Parc des Expositions, Paris (75015)",0.0,1.0,3,75015
Studio à louer,12.0,1133,"Moskowa-Porte Montmartre-Porte de Clignancourt, Paris 18ème (75018)",2.0,1.0,1,75018
Studio à louer - logement étudiant,20.0,870,"Saint Blaise, Paris 20ème (75020)",0.0,1.0,4,75020
Studio à louer - logement étudiant,17.0,900,"Jean Moulin-Porte d'Orléans, Paris 14ème (75014)",0.0,1.0,1,75014
Studio à louer - logement étudiant,18.0,900,"Bassin de la Villette, Paris 19ème (75019)",0.0,1.0,3,75019
Studio à louer - logement étudiant,15.0,840,"Muette Nord, Paris 16ème (75016)",0.0,1.0,6,75016
Appartement à louer,30.0,1110,"Raspail-Montparnasse, Paris 14ème (75014)",1.0,2.0,1,75014
Studio à louer,32.0,1200,"Patay-Masséna, Paris 13ème (75013)",0.0,1.0,6,75013
Studio à louer,28.0,1103,"Porte Dauphine, Paris 16ème (75016)",0.0,1.0,4,75016
Appartement à louer,37.0,1150,"Bassin de la Villette, Paris 19ème (75019)",1.0,2.0,1,75019
Appartement à louer,42.0,1112,"Auteuil Sud, Paris 16ème (75016)",0.0,1.0,4,75016
Studio à louer,28.0,1180,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",1.0,1.0,2,75002
Studio à louer,25.0,1100,"Alleray Procession, Paris 15ème (75015)",0.0,1.0,1,75015
Studio à louer,22.0,950,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,2.0,1,75018
Studio à louer,17.0,985,"Saint Gervais, Paris 4ème (75004)",0.0,1.0,4,75004
Studio à louer - logement étudiant,15.0,700,"Bassin de la Villette, Paris 19ème (75019)",0.0,1.0,1,75019
Studio à louer,21.0,1100,"Danube-Porte des Lilas, Paris 19ème (75019)",0.0,1.0,1,75019
Appartement à louer,9.0,825,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,1,75016
Studio à louer,26.0,1200,"Pernety, Paris 14ème (75014)",0.0,1.0,2,75014
Studio à louer,30.0,955,"Gambetta, Paris 20ème (75020)",0.0,1.0,2,75020
Appartement à louer,13.8,650,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",0.0,1.0,6,75015
Studio à louer - logement étudiant,11.0,799,"Pernety, Paris 14ème (75014)",0.0,1.0,1,75014
Appartement à louer - logement étudiant,34.0,900,"Bel-Air Sud, Paris 12ème (75012)",0.0,2.0,6,75012
Studio à louer - logement étudiant,12.0,590,"Muette Nord, Paris 16ème (75016)",0.0,1.0,1,75016
Appartement à louer,24.6,962,"Ternes-Maillot, Paris 17ème (75017)",0.0,1.0,3,75017
Appartement à louer,16.3,870,Paris 20ème (75020),0.0,1.0,5,75020
Appartement à louer - Première occupation,36.0,990,"Flandre-Aubervilliers, Paris 19ème (75019)",0.0,1.0,4,75019
