Name,Surface,Price,Lieu,Chambres,Pièces,Etage,Code_postal
Studio à louer - logement étudiant,11.0,750,Paris 16ème (75016),0.0,1.0,1,75016
Appartement à louer,26.0,990,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",1.0,2.0,2,75011
Appartement à louer,24.0,1200,"Montorgueil-Saint Denis, Paris 2ème (75002)",0.0,1.0,1,75002
Appartement à louer,26.0,1150,"Montorgueil-Saint Denis, Paris (75002)",0.0,1.0,2,75002
Studio à louer - logement étudiant,18.0,850,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,1,75018
Studio à louer - logement étudiant,14.0,750,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,6,75018
Appartement à louer,10.0,960,"Pasteur Montparnasse, Paris 15ème (75015)",0.0,1.0,4,75015
Studio à louer,27.0,949,"Buttes Aux Cailles-Glacière, Paris 13ème (75013)",0.0,1.0,2,75013
Appartement à louer,30.0,1175,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,4,75018
Appartement à louer,30.3,1182,Paris 18ème (75018),0.0,1.0,4,75018
Studio à louer,18.0,990,"Georges Brassens, Paris 15ème (75015)",0.0,1.0,2,75015
Appartement à louer,25.8,1090,"Charles-Hermite-Evangile, Paris 18ème (75018)",0.0,1.0,8,75018
Appartement à louer - Première occupation,35.0,1150,"Pernety, Paris 14ème (75014)",0.0,1.0,6,75014
Appartement à louer,18.7,657,"Père Lachaise-Réunion, Paris 20ème (75020)",1.0,2.0,1,75020
Appartement à louer,31.1,1150,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",1.0,2.0,2,75010
Appartement à louer,25.0,1100,"Emeriau-Zola, Paris 15ème (75015)",0.0,1.0,7,75015
Studio à louer - logement étudiant,13.0,750,"Gambetta, Paris 20ème (75020)",0.0,1.0,3,75020
Studio à louer - logement étudiant,23.0,873,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,6,75018
Studio à louer,25.0,980,"Bassin de la Villette, Paris 19ème (75019)",0.0,1.0,1,75019
Appartement à louer,32.0,1160,"Saint Gervais, Paris 4ème (75004)",1.0,2.0,4,75004
Studio à louer - logement étudiant,14.0,690,"Gambetta, Paris 20ème (75020)",0.0,1.0,2,75020
Appartement à louer,21.8,889,Paris 17ème (75017),0.0,1.0,3,75017
Appartement à louer,34.0,1200,"Gambetta, Paris 20ème (75020)",1.0,2.0,5,75020
Appartement à louer,19.0,1100,"Saint Germain des Prés, Paris 6ème (75006)",0.0,1.0,5,75006
Appartement à louer - Première occupation,12.0,680,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",0.0,1.0,2,75010
Studio à louer,20.0,1156,"Mairie, Paris 8ème (75008)",0.0,1.0,6,75008
Appartement à louer,11.0,999,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",0.0,1.0,4,75015
Appartement à louer,23.0,890,"Emeriau-Zola, Paris 15ème (75015)",0.0,1.0,4,75015
Studio à louer - logement étudiant,18.0,805,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,1,75017
Appartement à louer - Colocation,185.0,1133,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",7.0,8.0,4,75018
Studio à louer,10.0,1117,"Amiraux-Simplon-Poissonniers, Paris 18ème (75018)",2.0,1.0,3,75018
Appartement à louer - logement étudiant,30.0,900,"Gambetta, Paris 20ème (75020)",1.0,2.0,2,75020
Studio à louer - logement étudiant,14.0,675,"Bel-Air Sud, Paris 12ème (75012)",0.0,1.0,3,75012
Studio à louer - logement étudiant,13.0,830,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,7,75018
Appartement à louer,32.0,1195,"Bièvres Sud Tolbiac, Paris 13ème (75013)",0.0,1.0,5,75013
Appartement à louer,15.0,656,"Montorgueil-Saint Denis, Paris 2ème (75002)",0.0,1.0,4,75002
Appartement à louer,26.0,1080,"Ternes-Maillot, Paris 17ème (75017)",0.0,1.0,3,75017
Studio à louer,15.0,760,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",0.0,1.0,4,75010
Studio à louer - logement étudiant,17.0,790,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,5,75017
Studio à louer - logement étudiant,13.0,750,"Sorbonne, Paris 5ème (75005)",0.0,1.0,1,75005
Appartement à louer,21.0,925,"Chaillot, Paris 16ème (75016)",0.0,1.0,1,75016
Appartement à louer,35.0,1095,"Père Lachaise-Réunion, Paris 20ème (75020)",1.0,2.0,2,75020
Studio à louer,14.0,990,"Auteuil Sud, Paris 16ème (75016)",3.0,1.0,6,75016
Appartement à louer,30.0,1190,"Auteuil Sud, Paris (75016)",0.0,1.0,6,75016
Studio à louer,19.0,840,"Saint Germain des Prés, Paris 6ème (75006)",1.0,1.0,1,75006
Appartement à louer,101.0,930,"Vallée de Fécamp, Paris 12ème (75012)",5.0,7.0,3,75012
Appartement à louer,31.2,1132,"Jardin de Reuilly, Paris 12ème (75012)",0.0,1.0,2,75012
Appartement à louer,28.0,1050,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,1,75018
Appartement à louer,20.0,1000,"Elysées-Madeleine, Paris 8ème (75008)",0.0,1.0,1,75008
Appartement à louer,23.3,1150,"Monnaie, Paris 6ème (75006)",0.0,1.0,4,75006
Appartement à louer,24.0,863,"Epinettes-Bessières, Paris 17ème (75017)",0.0,1.0,6,75017
Appartement à louer,13.0,680,"Muette Nord, Paris 16ème (75016)",0.0,1.0,3,75016
Studio à louer,24.0,745,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,2,75016
Studio à louer,25.0,950,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,5,75015
Studio à louer,25.0,1140,"Gambetta, Paris 20ème (75020)",0.0,1.0,3,75020
Studio à louer,17.0,1000,Paris 20ème (75020),0.0,1.0,1,75020
Studio à louer,19.0,750,Paris 10ème (75010),0.0,1.0,3,75010
Appartement à louer,21.0,795,"Vaugirard-Parc des Expositions, Paris (75015)",0.0,1.0,6,75015
Appartement à louer,21.0,850,"Violet Commerce, Paris (75015)",0.0,1.0,2,75015
Duplex à louer,28.0,1070,Paris 11ème (75011),0.0,2.0,6,75011
Appartement à louer - Première occupation,21.0,700,"Gambetta, Paris 20ème (75020)",0.0,1.0,5,75020
Appartement à louer,25.0,1100,"Saint Lambert, Paris (75015)",0.0,2.0,1,75015
Appartement à louer,16.0,1100,"Sainte Avoie, Paris (75003)",0.0,1.0,2,75003
Appartement à louer,26.1,1090,"Buttes Aux Cailles-Glacière, Paris 13ème (75013)",0.0,1.0,1,75013
Studio à louer - logement étudiant,21.0,899,"Pernety, Paris 14ème (75014)",0.0,1.0,1,75014
Appartement à louer - logement étudiant,18.0,884,"Flandre-Aubervilliers, Paris 19ème (75019)",0.0,1.0,1,75019
Studio à louer - logement étudiant,18.0,900,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,6,75017
Appartement à louer,22.0,980,"La Chapelle-Marx Dormoy, Paris (75018)",0.0,1.0,6,75018
Studio à louer - logement étudiant,15.0,875,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,1,75011
Appartement à louer,24.0,942,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",0.0,1.0,1,75015
Studio à louer - logement étudiant,19.0,900,"Salpêtrière-Austerlitz, Paris 13ème (75013)",0.0,1.0,3,75013
Appartement à louer,35.8,1118,Paris 15ème (75015),1.0,2.0,10,75015
Appartement à louer,17.0,870,Paris 5ème (75005),0.0,1.0,4,75005
Studio à louer,18.0,990,"Gambetta, Paris 20ème (75020)",0.0,1.0,2,75020
Appartement à louer,25.882933862433852,1150,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",1.0,1.0,1,75011
Studio à louer,28.0,1085,"Batignolles-Cardinet, Paris 17ème (75017)",1.0,2.0,1,75017
Appartement à louer,32.0,980,"Mouton Duvernet, Paris 14ème (75014)",1.0,2.0,1,75014
Studio à louer,23.0,1030,"Grange Aux Belles-Terrage, Paris 10ème (75010)",0.0,1.0,6,75010
Appartement à louer,18.0,615,"Clichy-Trinité, Paris 9ème (75009)",0.0,1.0,1,75009
Appartement à louer,11.0,560,Paris 13ème (75013),0.0,1.0,6,75013
Studio à louer,19.0,770,Paris 10ème (75010),0.0,1.0,4,75010
Studio à louer - logement étudiant,18.0,850,"Louis Blanc-Aqueduc, Paris 10ème (75010)",0.0,1.0,1,75010
Studio à louer - logement étudiant,14.0,675,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,4,75011
Studio à louer - logement étudiant,12.0,578,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,1,75015
Appartement à louer - Première occupation,37.0,1125,"Pernety, Paris 14ème (75014)",1.0,2.0,1,75014
Studio à louer,23.0,920,"Télégraphe-Pelleport Saint Fargeau, Paris 20ème (75020)",0.0,1.0,1,75020
Appartement à louer,19.8,919,"Croulebarbe, Paris 13ème (75013)",0.0,1.0,6,75013
Appartement à louer,21.0,983,"Vaugirard-Parc des Expositions, Paris (75015)",0.0,1.0,4,75015
Appartement à louer - logement étudiant,23.2,1041,"Aligre-Gare de Lyon, Paris 12ème (75012)",0.0,1.0,2,75012
Appartement à louer,35.0,960,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,4,75018
Studio à louer - logement étudiant,15.0,650,"Louis Blanc-Aqueduc, Paris 10ème (75010)",1.0,1.0,7,75010
Appartement à louer,33.0,1180,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,4,75018
Studio à louer,19.0,780,"Porte Saint Denis-Paradis, Paris 10ème (75010)",0.0,1.0,2,75010
Studio à louer,23.0,966,"Manin-Jaurès, Paris 19ème (75019)",0.0,1.0,3,75019
Appartement à louer - Première occupation - logement étudiant,13.9,800,"La Fourche-Guy Môquet, Paris 17ème (75017)",0.0,1.0,4,75017
Appartement à louer,19.0,969,"Grandes Carrières-Clichy, Paris 18ème (75018)",0.0,2.0,1,75018
Appartement à louer - Première occupation,22.9,990,"Muette Sud, Paris 16ème (75016)",0.0,1.0,3,75016
Appartement à louer,19.0,692,"Saint Blaise, Paris 20ème (75020)",0.0,1.0,1,75020
Appartement à louer,23.0,1100,"Mouton Duvernet, Paris (75014)",0.0,1.0,3,75014
Appartement à louer - logement étudiant,25.0,850,"Saint Lambert, Paris 15ème (75015)",0.0,1.0,1,75015
Studio à louer,24.0,1145,"Bastille-Popincourt, Paris 11ème (75011)",0.0,1.0,2,75011
Studio à louer,32.0,1200,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,1,75011
Studio à louer - logement étudiant,10.0,593,"Lafayette-Richer, Paris 9ème (75009)",0.0,1.0,4,75009
Appartement à louer,12.0,900,"Auteuil Sud, Paris (75016)",0.0,1.0,5,75016
Studio à louer,19.0,795,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",0.0,1.0,1,75002
Studio à louer,19.0,880,"Sentier-Bonne Nouvelle, Paris 2ème (75002)",0.0,1.0,6,75002
Studio à louer,29.0,1145,"Gambetta, Paris 20ème (75020)",0.0,1.0,3,75020
Appartement à louer,22.0,1003,Paris 15ème (75015),0.0,1.0,2,75015
Appartement à louer,28.0,1100,"Salpêtrière-Austerlitz, Paris 13ème (75013)",1.0,2.0,2,75013
Studio à louer,10.0,960,"Muette Nord, Paris 16ème (75016)",0.0,1.0,1,75016
Appartement à louer,20.0,1100,"Salpêtrière-Austerlitz, Paris 13ème (75013)",0.0,1.0,4,75013
Appartement à louer,21.1,1030,"Clichy-Trinité, Paris 9ème (75009)",0.0,1.0,2,75009
Appartement à louer,26.0,1000,"Montmartre, Paris (75018)",1.0,2.0,3,75018
Appartement à louer,20.0,1100,"Legendre-Lévis, Paris (75017)",0.0,1.0,6,75017
Appartement à louer,33.0,1200,"Bièvres Sud Tolbiac, Paris 13ème (75013)",0.0,1.0,3,75013
Appartement à louer,25.4,822,"République-Saint Ambroise, Paris 11ème (75011)",0.0,1.0,6,75011
Studio à louer,27.0,1180,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,1,75018
Appartement à louer,29.0,1090,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",1.0,2.0,3,75011
Studio à louer,26.0,1000,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,1,75017
Studio à louer,26.0,1000,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,1,75017
Appartement à louer,25.0,950,"Bel-Air Sud, Paris 12ème (75012)",0.0,1.0,3,75012
Appartement à louer - logement étudiant,19.0,890,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,3,75018
Studio à louer,9.0,840,"Pont de Flandre, Paris 19ème (75019)",5.0,1.0,5,75019
Studio à louer - logement étudiant,17.0,580,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,1,75018
Studio à louer,28.0,1000,"Salpêtrière-Austerlitz, Paris 13ème (75013)",1.0,1.0,1,75013
Appartement à louer - logement étudiant,9.0,500,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,1.0,7,75018
Studio à louer - logement étudiant,15.0,890,"Muette Nord, Paris 16ème (75016)",0.0,1.0,1,75016
Studio à louer,12.0,965,"Auteuil Sud, Paris 16ème (75016)",3.0,1.0,1,75016
Appartement à louer,24.0,995,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",1.0,2.0,1,75018
Studio à louer - logement étudiant,10.0,630,"Muette Nord, Paris 16ème (75016)",0.0,1.0,7,75016
Appartement à louer,36.0,1200,"Didot-Porte de Vanves, Paris 14ème (75014)",1.0,2.0,5,75014
Studio à louer,17.0,858,"Alleray Procession, Paris 15ème (75015)",0.0,1.0,4,75015
Studio à louer - logement étudiant,14.0,500,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",1.0,2.0,6,75011
Studio à louer - logement étudiant,12.0,750,"Bassin de la Villette, Paris 19ème (75019)",0.0,1.0,4,75019
Appartement à louer - logement étudiant,13.0,650,"Batignolles-Cardinet, Paris 17ème (75017)",1.0,1.0,6,75017
Studio à louer - logement étudiant,18.0,770,"Bassin de la Villette, Paris 19ème (75019)",0.0,1.0,1,75019
Appartement à louer,22.0,950,"Batignolles-Cardinet, Paris 17ème (75017)",1.0,2.0,1,75017
Appartement à louer,35.0,1150,"Muette Nord, Paris 16ème (75016)",0.0,1.0,4,75016
Appartement à louer,21.0,1200,"Muette Nord, Paris 16ème (75016)",0.0,1.0,3,75016
Studio à louer - logement étudiant,18.0,580,"Belleville-Saint Maur, Paris 11ème (75011)",0.0,1.0,1,75011
Studio à louer - logement étudiant,13.0,660,"Pasteur Montparnasse, Paris 15ème (75015)",0.0,1.0,4,75015
Studio à louer - logement étudiant,9.0,670,"Enfants Rouges, Paris 3ème (75003)",0.0,1.0,1,75003
Studio à louer,31.0,990,"Lafayette-Richer, Paris 9ème (75009)",0.0,1.0,3,75009
Appartement à louer,20.0,1180,"Grange Aux Belles-Terrage, Paris (75010)",0.0,1.0,1,75010
Appartement à louer - logement étudiant,10.0,560,"Batignolles-Cardinet, Paris 17ème (75017)",0.0,1.0,6,75017
Studio à louer - logement étudiant,28.0,850,"Sorbonne, Paris 5ème (75005)",0.0,1.0,3,75005
Appartement à louer,31.7,1152,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",1.0,2.0,2,75015
Appartement à louer,29.0,1020,"Muette Sud, Paris 16ème (75016)",0.0,1.0,1,75016
Studio à louer,20.0,985,"Mairie, Paris 8ème (75008)",0.0,1.0,3,75008
Appartement à louer,25.0,1138,"Saint Merri, Paris 4ème (75004)",0.0,1.0,4,75004
Studio à louer,15.0,1105,"Cambronne-Garibaldi, Paris 15ème (75015)",0.0,1.0,2,75015
Studio à louer,15.0,1110,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,3,75016
Studio à louer,15.0,1080,"Saint Philippe du Roule, Paris 8ème (75008)",0.0,1.0,4,75008
Studio à louer,15.0,985,"Dunois-Bibliothèque-Jeanne-d'Arc, Paris 13ème (75013)",0.0,1.0,15,75013
Studio à louer,15.0,1030,"Croulebarbe, Paris 13ème (75013)",0.0,1.0,8,75013
Studio à louer,15.0,980,"Citroën-Boucicaut, Paris 15ème (75015)",0.0,1.0,2,75015
Studio à louer,15.0,940,"Flandre-Aubervilliers, Paris 19ème (75019)",0.0,1.0,23,75019
Studio à louer,15.0,910,"Citroën-Boucicaut, Paris 15ème (75015)",0.0,1.0,2,75015
Studio à louer,15.0,900,"Gambetta, Paris 20ème (75020)",0.0,1.0,2,75020
Studio à louer,15.0,1035,"Auteuil Nord, Paris 16ème (75016)",0.0,1.0,3,75016
Studio à louer,15.0,990,"Danube-Porte des Lilas, Paris 19ème (75019)",0.0,1.0,6,75019
Studio à louer,15.0,1110,"Georges Brassens, Paris 15ème (75015)",0.0,1.0,5,75015
Studio à louer,15.0,1055,"Auteuil Sud, Paris 16ème (75016)",0.0,1.0,5,75016
Studio à louer,15.0,980,"Auteuil Sud, Paris 16ème (75016)",0.0,1.0,5,75016
Studio à louer,15.0,1050,"Auteuil Sud, Paris 16ème (75016)",0.0,1.0,5,75016
Studio à louer,15.0,960,"Manin-Jaurès, Paris 19ème (75019)",0.0,1.0,3,75019
Studio à louer,15.0,970,"Auteuil Sud, Paris 16ème (75016)",1.0,1.0,5,75016
Studio à louer,15.0,1005,"Georges Brassens, Paris 15ème (75015)",0.0,1.0,5,75015
Studio à louer,15.0,1000,"Georges Brassens, Paris 15ème (75015)",0.0,1.0,5,75015
Studio à louer,15.0,950,"Saint Blaise, Paris 20ème (75020)",0.0,1.0,1,75020
Studio à louer,15.0,1150,"Clichy-Batignolles, Paris 17ème (75017)",0.0,1.0,7,75017
Studio à louer,15.0,1100,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",0.0,1.0,2,75010
Studio à louer,15.0,990,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",0.0,1.0,2,75015
Studio à louer,15.0,975,"Grandes Carrières-Clichy, Paris 18ème (75018)",0.0,1.0,1,75018
Studio à louer,15.0,995,"Citroën-Boucicaut, Paris 15ème (75015)",0.0,1.0,2,75015
Studio à louer,15.0,965,"Jean Moulin-Porte d'Orléans, Paris 14ème (75014)",0.0,1.0,2,75014
Studio à louer,15.0,1110,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",0.0,1.0,5,75010
Studio à louer,15.0,970,"Citroën-Boucicaut, Paris 15ème (75015)",0.0,1.0,2,75015
Studio à louer,15.0,1100,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",0.0,1.0,3,75010
Studio à louer,15.0,1100,"Cambronne-Garibaldi, Paris 15ème (75015)",0.0,1.0,11,75015
Studio à louer,15.0,955,"Grange Aux Belles-Terrage, Paris 10ème (75010)",0.0,1.0,3,75010
Studio à louer,15.0,1085,"Clichy-Batignolles, Paris 17ème (75017)",0.0,1.0,7,75017
Studio à louer,15.0,1030,"Citroën-Boucicaut, Paris 15ème (75015)",0.0,1.0,6,75015
Studio à louer,15.0,1055,"Auteuil Sud, Paris 16ème (75016)",0.0,1.0,1,75016
Studio à louer,15.0,1045,"Georges Brassens, Paris 15ème (75015)",0.0,1.0,3,75015
Studio à louer,15.0,1000,Paris 15ème (75015),0.0,1.0,8,75015
Studio à louer,15.0,1055,"Buttes Aux Cailles-Glacière, Paris 13ème (75013)",0.0,1.0,12,75013
Studio à louer,15.0,1045,"Georges Brassens, Paris 15ème (75015)",0.0,1.0,9,75015
Studio à louer,15.0,1125,"Georges Brassens, Paris 15ème (75015)",0.0,1.0,3,75015
Appartement à louer,20.0,900,"Pereire-Malesherbes, Paris (75017)",0.0,1.0,6,75017
Appartement à louer,19.0,990,"Buttes Aux Cailles-Glacière, Paris (75013)",1.0,2.0,2,75013
Studio à louer,10.0,820,"Pont de Flandre, Paris 19ème (75019)",4.0,1.0,4,75019
Appartement à louer,21.0,995,"La Chapelle-Marx Dormoy, Paris 18ème (75018)",0.0,1.0,2,75018
Studio à louer,11.0,860,"Pont de Flandre, Paris 19ème (75019)",4.0,1.0,6,75019
Appartement à louer - logement étudiant,18.0,745,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,3,75018
Appartement à louer - logement étudiant,10.0,600,"Muette Nord, Paris 16ème (75016)",0.0,1.0,1,75016
Appartement à louer,22.0,1150,"Gambetta, Paris 20ème (75020)",0.0,1.0,1,75020
Studio à louer,23.0,1050,"Saint Placide, Paris 7ème (75007)",0.0,1.0,3,75007
Appartement à louer,9.0,650,"Triangle d'Or, Paris 8ème (75008)",0.0,1.0,5,75008
Appartement à louer,9.0,653,"Dupleix-Motte Picquet, Paris 15ème (75015)",0.0,1.0,1,75015
Appartement à louer,14.0,1100,"La Fourche-Guy Môquet, Paris (75017)",0.0,1.0,4,75017
Appartement à louer,30.0,1070,"Saint Lambert, Paris 15ème (75015)",1.0,2.0,1,75015
Studio à louer,31.0,1080,"Bassin de la Villette, Paris 19ème (75019)",0.0,1.0,5,75019
Studio à louer,19.0,965,"Sorbonne, Paris 5ème (75005)",0.0,1.0,3,75005
Appartement à louer,19.0,990,"Gros Caillou, Paris (75007)",0.0,1.0,2,75007
Studio à louer,35.0,1150,"Sorbonne, Paris 5ème (75005)",0.0,1.0,5,75005
Appartement à louer - Première occupation,16.0,712,"Grandes Carrières-Clichy, Paris 18ème (75018)",0.0,1.0,6,75018
Appartement à louer,200.0,1000,"Gros Caillou, Paris 7ème (75007)",5.0,7.0,6,75007
Appartement à louer - logement étudiant,13.0,695,"Gambetta, Paris 20ème (75020)",0.0,1.0,1,75020
Studio à louer - logement étudiant,23.0,840,"Muette Nord, Paris 16ème (75016)",0.0,1.0,1,75016
Studio à louer,23.0,1150,"Léon-Blum Folie-Regnault, Paris 11ème (75011)",0.0,1.0,4,75011
Appartement à louer,9.0,429,Paris 12ème (75012),0.0,1.0,4,75012
Appartement à louer,32.0,1050,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",1.0,2.0,3,75015
Appartement à louer,16.9,660,"Montmartre, Paris 18ème (75018)",0.0,1.0,1,75018
Appartement à louer,22.0,920,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,2.0,1,75018
Appartement à louer,17.2,1040,Paris 7ème (75007),0.0,1.0,6,75007
Appartement à louer,19.0,1200,"Saint Germain des Prés, Paris 6ème (75006)",1.0,1.0,4,75006
Studio à louer - logement étudiant,10.0,745,"Louis Blanc-Aqueduc, Paris 10ème (75010)",1.0,1.0,5,75010
Appartement à louer - Première occupation,18.0,1100,"Porte Dauphine, Paris 16ème (75016)",0.0,1.0,2,75016
Studio à louer,26.0,900,"Gambetta, Paris 20ème (75020)",0.0,1.0,2,75020
Appartement à louer - logement étudiant,26.0,1055,"Jardin des Plantes, Paris 5ème (75005)",0.0,1.0,2,75005
Appartement à louer,24.0,1048,"Amiraux-Simplon-Poissonniers, Paris (75018)",0.0,1.0,1,75018
Appartement à louer,34.8,1200,"Chateau d'Eau-Lancry, Paris 10ème (75010)",0.0,1.0,1,75010
Appartement à louer,42.0,1200,"Bel-Air Nord, Paris 12ème (75012)",0.0,1.0,11,75012
Studio à louer,15.0,1010,"Bassin de la Villette, Paris 19ème (75019)",0.0,1.0,1,75019
Studio à louer,15.0,1050,"Louis Blanc-Aqueduc, Paris 10ème (75010)",0.0,1.0,1,75010
Studio à louer,15.0,1175,"Hoche-Friedland, Paris 8ème (75008)",0.0,1.0,6,75008
Studio à louer,15.0,1015,"Champerret-Berthier, Paris 17ème (75017)",0.0,1.0,1,75017
Studio à louer,15.0,1120,"Pasteur Montparnasse, Paris 15ème (75015)",0.0,1.0,1,75015
Studio à louer,15.0,1020,"Bassin de la Villette, Paris 19ème (75019)",0.0,1.0,1,75019
Studio à louer,15.0,1020,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,6,75018
Studio à louer,15.0,1012,"Pont de Flandre, Paris 19ème (75019)",0.0,1.0,6,75019
Studio à louer,15.0,968,"Saint Blaise, Paris 20ème (75020)",0.0,1.0,1,75020
Studio à louer,15.0,1125,"Trudaine-Maubeuge, Paris 9ème (75009)",0.0,1.0,2,75009
Studio à louer,15.0,960,"Alleray Procession, Paris 15ème (75015)",0.0,1.0,5,75015
Studio à louer,15.0,1120,"Violet Commerce, Paris 15ème (75015)",0.0,1.0,2,75015
Studio à louer,15.0,1050,"Olympiades-Choisy, Paris 13ème (75013)",0.0,1.0,4,75013
Studio à louer,15.0,1020,"Montsouris Dareau, Paris 14ème (75014)",0.0,1.0,2,75014
Studio à louer,15.0,1040,"La Fourche-Guy Môquet, Paris 17ème (75017)",0.0,1.0,1,75017
Studio à louer,15.0,970,"Courcelles-Wagram, Paris 17ème (75017)",0.0,1.0,1,75017
Studio à louer,15.0,1160,"Invalides, Paris 7ème (75007)",0.0,1.0,3,75007
Studio à louer,15.0,1117,"Goutte d'Or-Château Rouge, Paris 18ème (75018)",0.0,1.0,2,75018
Studio à louer,15.0,865,"Père Lachaise-Réunion, Paris 20ème (75020)",0.0,1.0,6,75020
Studio à louer,15.0,1174,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,1,75018
Studio à louer,15.0,1040,"Dupleix-Motte Picquet, Paris 15ème (75015)",0.0,1.0,2,75015
Appartement à louer,15.0,1200,"Champerret-Berthier, Paris 17ème (75017)",0.0,1.0,7,75017
Appartement à louer,9.0,1000,"Champerret-Berthier, Paris 17ème (75017)",0.0,1.0,7,75017
Studio à louer,15.0,1092,"Bassin de la Villette, Paris 19ème (75019)",0.0,1.0,7,75019
Studio à louer,15.0,1070,"Trudaine-Maubeuge, Paris 9ème (75009)",0.0,1.0,1,75009
Studio à louer,15.0,1070,"Trudaine-Maubeuge, Paris 9ème (75009)",0.0,1.0,1,75009
Studio à louer,15.0,1185,"Dupleix-Motte Picquet, Paris 15ème (75015)",0.0,1.0,4,75015
Studio à louer,15.0,1020,"Faubourg du Temple-Hôpital Saint Louis, Paris 10ème (75010)",0.0,1.0,2,75010
Studio à louer,15.0,1140,"Chaillot, Paris 16ème (75116)",0.0,1.0,4,75116
Studio à louer,15.0,1070,"Trudaine-Maubeuge, Paris 9ème (75009)",0.0,1.0,1,75009
Studio à louer,15.0,1060,"Secrétan, Paris 19ème (75019)",0.0,1.0,7,75019
Studio à louer,15.0,1050,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,1,75018
Studio à louer,15.0,945,"Père Lachaise-Réunion, Paris 20ème (75020)",0.0,1.0,2,75020
Studio à louer,15.0,1100,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,4,75018
Appartement à louer,30.0,1180,"Belleville, Paris (75020)",0.0,1.0,6,75020
Studio à louer,15.0,1170,"Danube-Porte des Lilas, Paris 19ème (75019)",0.0,1.0,2,75019
Studio à louer,15.0,1105,"Clichy-Batignolles, Paris 17ème (75017)",0.0,1.0,4,75017
Studio à louer,15.0,1020,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,6,75018
Studio à louer,15.0,920,"Clignancourt-Jules Joffrin, Paris 18ème (75018)",0.0,1.0,2,75018
Studio à louer,15.0,995,"Vaugirard-Parc des Expositions, Paris 15ème (75015)",0.0,1.0,5,75015
Studio à louer,15.0,1105,"Clichy-Batignolles, Paris 17ème (75017)",0.0,1.0,6,75017
Studio à louer,15.0,1065,"Danube-Porte des Lilas, Paris 19ème (75019)",0.0,1.0,3,75019
Studio à louer,15.0,1155,"Hoche-Friedland, Paris 8ème (75008)",0.0,1.0,6,75008
Studio à louer,15.0,1050,"Olympiades-Choisy, Paris 13ème (75013)",0.0,1.0,2,75013
